Chromosome_A,Start_A,End_A,Chromosome_B,Start_B,End_B
chr1,14670961,14670961,chr10,4508754,4508754
chr1,14753965,14753965,chr6,1073385,1073385
chr1,14753965,14753965,chr8,6664757,6664757
chr1,15306028,15306028,chr8,6664757,6664757
chr1,15542092,15542092,chr6,9029637,9029637
chr1,15542092,15542092,chr10,4508754,4508754
chr1,15824662,15824662,chr6,8335974,8335974
chr2,1535752,1535752,chr9,7177329,7177329
chr2,5073043,5073043,chr6,9765279,9765279
chr2,5073043,5073043,chr10,4508754,4508754
chr2,5391877,5391877,chr10,4508754,4508754
chr2,5391877,5391877,chr10,4559245,4559245
chr2,5476731,5476731,chr10,4410434,4410434
chr2,7361122,7361122,chr8,6435845,6435845
chr2,7361122,7361122,chr10,4508754,4508754
chr2,8702125,8702125,chr6,8414993,8414993
chr2,8816946,8816946,chr2,14518053,14518053
chr2,8816946,8816946,chr6,9334067,9334067
chr2,9072818,9072818,chr8,6648404,6648404
chr2,9254713,9254713,chr6,9628420,9628420
chr2,9566717,9566717,chr6,10120810,10120810
chr2,9566717,9566717,chr10,4508758,4508758
chr2,9802689,9802689,chr10,4449423,4449423
chr2,9802689,9802689,chr10,4488807,4488807
chr2,9802689,9802689,chr10,4508754,4508754
chr2,9802689,9802689,chr10,4559245,4559245
chr2,10797874,10797874,chr8,6387236,6387236
chr2,10797874,10797874,chr10,4488807,4488807
chr2,12812323,12812323,chr6,9334067,9334067
chr2,13265359,13265359,chr8,6387236,6387236
chr2,13612955,13612955,chr8,6387236,6387236
chr2,14435865,14435865,chr8,6242660,6242660
chr2,14518053,14518053,chr5,0,0
chr2,14518053,14518053,chr10,4676080,4676080
chr2,14579498,14579498,chr8,6242660,6242660
chr2,14579498,14579498,chr8,7048856,7048856
chr2,14784447,14784447,chr8,7048856,7048856
chr2,15861041,15861041,chr10,4488807,4488807
chr2,16204575,16204575,chr6,7093887,7093887
chr2,16204575,16204575,chr6,8335974,8335974
chr2,16204575,16204575,chr6,9534441,9534441
chr2,17920917,17920917,chr10,4559245,4559245
chr3,32723,32723,chr8,6435845,6435845
chr3,114707,114707,chr6,8493455,8493455
chr3,114707,114707,chr8,6648404,6648404
chr3,328864,328864,chr8,6648404,6648404
chr3,430200,430200,chr6,8319989,8319989
chr3,430200,430200,chr8,6047075,6047075
chr3,430200,430200,chr8,6242660,6242660
chr3,568717,568717,chr8,6435845,6435845
chr3,568717,568717,chr8,6664757,6664757
chr3,568717,568717,chr8,7690154,7690154
chr3,1618233,1618233,chr8,6355380,6355380
chr3,1900100,1900100,chr8,7690154,7690154
chr3,2269309,2269309,chr8,7017455,7017455
chr3,2314570,2314570,chr8,6355380,6355380
chr3,2437935,2437935,chr6,1111807,1111807
chr3,2705121,2705121,chr10,4559245,4559245
chr3,3374284,3374284,chr8,6435845,6435845
chr3,3374284,3374284,chr10,4488807,4488807
chr3,3508417,3508417,chr5,4901597,4901597
chr3,3593021,3593021,chr10,2875898,2875898
chr3,4473246,4473246,chr6,1073385,1073385
chr3,4672930,4672930,chr6,1073385,1073385
chr3,5539448,5539448,chr6,8968579,8968579
chr3,6037358,6037358,chr8,6664757,6664757
chr3,6072202,6072202,chr6,8335974,8335974
chr3,6072202,6072202,chr8,6275833,6275833
chr3,7968226,7968226,chr6,9288211,9288211
chr3,8051367,8051367,chr6,9628420,9628420
chr3,8706746,8706746,chr8,6648404,6648404
chr3,9335327,9335327,chr6,11509465,11509465
chr3,9335327,9335327,chr8,6355380,6355380
chr3,9335327,9335327,chr10,4410430,4410430
chr3,9370973,9370973,chr6,8723792,8723792
chr3,9370973,9370973,chr6,8968579,8968579
chr3,9370973,9370973,chr6,9628420,9628420
chr3,9425645,9425645,chr6,7637332,7637332
chr3,9443746,9443746,chr8,6275833,6275833
chr3,9443746,9443746,chr8,6664757,6664757
chr3,9443746,9443746,chr10,4508758,4508758
chr3,9461916,9461916,chr6,9334067,9334067
chr3,9461916,9461916,chr8,5983263,5983263
chr3,9461916,9461916,chr8,6435845,6435845
chr3,9461916,9461916,chr8,6648404,6648404
chr3,9461916,9461916,chr8,6664757,6664757
chr3,9461916,9461916,chr8,7628934,7628934
chr3,9461916,9461916,chr10,4498774,4498774
chr3,9461916,9461916,chr10,4508754,4508754
chr3,9461916,9461916,chr10,4554071,4554071
chr3,9461916,9461916,chr10,4697761,4697761
chr3,9498962,9498962,chr8,6387236,6387236
chr3,9498962,9498962,chr10,4488807,4488807
chr3,9650717,9650717,chr8,6355380,6355380
chr3,9726618,9726618,chr6,7637332,7637332
chr3,9726618,9726618,chr10,1954193,1954193
chr3,9726618,9726618,chr10,4740843,4740843
chr3,9765123,9765123,chr3,13938174,13938174
chr3,9765123,9765123,chr8,7628934,7628934
chr3,9954395,9954395,chr6,8723792,8723792
chr3,9954395,9954395,chr7,11559004,11559004
chr3,9954395,9954395,chr8,6242660,6242660
chr3,9954395,9954395,chr10,4697761,4697761
chr3,10098227,10098227,chr6,9765279,9765279
chr3,10098227,10098227,chr8,6435845,6435845
chr3,10098227,10098227,chr10,4508754,4508754
chr3,10185868,10185868,chr6,9628420,9628420
chr3,10713043,10713043,chr8,6275833,6275833
chr3,12102933,12102933,chr10,4468984,4468984
chr3,13223969,13223969,chr8,6435845,6435845
chr3,13325024,13325024,chr6,10135274,10135274
chr3,13673358,13673358,chr10,4488807,4488807
chr3,13724901,13724901,chr8,6355380,6355380
chr3,13724901,13724901,chr10,4410430,4410430
chr3,13847738,13847738,chr6,9765279,9765279
chr3,13847738,13847738,chr8,3823874,3823874
chr3,13847738,13847738,chr10,4740843,4740843
chr3,14010715,14010715,chr6,8335974,8335974
chr3,14082776,14082776,chr6,1073385,1073385
chr3,15789443,15789443,chr4,4877941,4877941
chr3,15789443,15789443,chr8,6648404,6648404
chr3,16486480,16486480,chr10,4559245,4559245
chr3,17403125,17403125,chr6,7093887,7093887
chr4,62273,62273,chr6,1111807,1111807
chr4,282528,282528,chr10,4508754,4508754
chr4,992138,992138,chr10,4982017,4982017
chr4,1089077,1089077,chr10,4508754,4508754
chr4,1089077,1089077,chr10,4535512,4535512
chr4,1089077,1089077,chr10,4769014,4769014
chr4,1185565,1185565,chr10,4884412,4884412
chr4,1296109,1296109,chr10,4697761,4697761
chr4,2458008,2458008,chr10,4508758,4508758
chr4,2710704,2710704,chr10,4498774,4498774
chr4,3034953,3034953,chr6,9628420,9628420
chr4,3188459,3188459,chr6,9334067,9334067
chr4,4027433,4027433,chr10,4559245,4559245
chr4,4027433,4027433,chr10,4740843,4740843
chr4,4129006,4129006,chr10,4508754,4508754
chr4,4129006,4129006,chr10,4884412,4884412
chr4,4877941,4877941,chr8,6648404,6648404
chr4,5423470,5423470,chr8,6664757,6664757
chr4,5683060,5683060,chr8,6648404,6648404
chr4,5683060,5683060,chr9,12889326,12889326
chr4,5696034,5696034,chr6,8335974,8335974
chr4,5722332,5722332,chr8,5950976,5950976
chr4,6152256,6152256,chr8,6664757,6664757
chr4,6234866,6234866,chr6,8414993,8414993
chr4,6441408,6441408,chr6,7637332,7637332
chr4,7219747,7219747,chr8,6664757,6664757
chr4,7839225,7839225,chr8,7628934,7628934
chr4,13426947,13426947,chr8,7628934,7628934
chr4,14702625,14702625,chr10,4449423,4449423
chr4,15026574,15026574,chr8,5950976,5950976
chr5,0,0,chr6,11509465,11509465
chr5,2112802,2112802,chr6,8414993,8414993
chr5,4859913,4859913,chr10,4488807,4488807
chr5,6064846,6064846,chr8,2798092,2798092
chr5,6140068,6140068,chr8,6648404,6648404
chr5,6548161,6548161,chr8,6664757,6664757
chr5,6806447,6806447,chr6,8968579,8968579
chr5,6806447,6806447,chr8,6387236,6387236
chr5,6864583,6864583,chr8,5950976,5950976
chr5,6864583,6864583,chr8,11035770,11035770
chr5,14394429,14394429,chr8,5983263,5983263
chr5,14416891,14416891,chr8,6275833,6275833
chr5,14624542,14624542,chr8,6387236,6387236
chr5,14829113,14829113,chr8,6664757,6664757
chr5,15658762,15658762,chr8,5983263,5983263
chr5,15781104,15781104,chr10,4488807,4488807
chr5,15900765,15900765,chr10,4508754,4508754
chr6,342959,342959,chr6,1073385,1073385
chr6,494170,494170,chr9,7126048,7126048
chr6,494254,494254,chr8,6435845,6435845
chr6,665380,665380,chr8,6664757,6664757
chr6,665380,665380,chr8,7690154,7690154
chr6,1073385,1073385,chr8,12723792,12723792
chr6,1073385,1073385,chr10,4488807,4488807
chr6,1073385,1073385,chr10,4676080,4676080
chr6,1111807,1111807,chr6,7637332,7637332
chr6,1111807,1111807,chr8,6435845,6435845
chr6,1111807,1111807,chr8,6664757,6664757
chr6,1111807,1111807,chr8,13028295,13028295
chr6,1111807,1111807,chr9,6698161,6698161
chr6,1111807,1111807,chr9,6816123,6816123
chr6,1111807,1111807,chr9,7143108,7143108
chr6,1111807,1111807,chr10,4255101,4255101
chr6,1111807,1111807,chr10,4508754,4508754
chr6,1111807,1111807,chr10,4740843,4740843
chr6,1111807,1111807,chr10,5080864,5080864
chr6,1247406,1247406,chr6,7047195,7047195
chr6,1247406,1247406,chr6,8968579,8968579
chr6,1247406,1247406,chr6,9674327,9674327
chr6,1247406,1247406,chr8,6047075,6047075
chr6,1247406,1247406,chr8,6387236,6387236
chr6,1247406,1247406,chr8,6664757,6664757
chr6,1247406,1247406,chr8,7690154,7690154
chr6,1247406,1247406,chr10,4559245,4559245
chr6,1247406,1247406,chr10,4740843,4740843
chr6,1452105,1452105,chr8,6435845,6435845
chr6,1452105,1452105,chr10,4508754,4508754
chr6,1671882,1671882,chr6,8968579,8968579
chr6,1671882,1671882,chr7,14002172,14002172
chr6,1671882,1671882,chr8,11984506,11984506
chr6,1671882,1671882,chr10,4351944,4351944
chr6,2452065,2452065,chr10,4508754,4508754
chr6,3031020,3031020,chr8,6355380,6355380
chr6,5581393,5581393,chr8,6387236,6387236
chr6,5643786,5643786,chr8,6275833,6275833
chr6,6104376,6104376,chr8,5950976,5950976
chr6,6104376,6104376,chr8,6242660,6242660
chr6,6104376,6104376,chr8,7552788,7552788
chr6,6104376,6104376,chr10,4468984,4468984
chr6,6104376,6104376,chr10,4508754,4508754
chr6,6104376,6104376,chr10,4697761,4697761
chr6,7093887,7093887,chr8,6648404,6648404
chr6,7093887,7093887,chr9,7177329,7177329
chr6,7093887,7093887,chr10,4535512,4535512
chr6,7093887,7093887,chr10,4740843,4740843
chr6,7309261,7309261,chr8,6047075,6047075
chr6,7309261,7309261,chr8,6664757,6664757
chr6,7309261,7309261,chr10,4740843,4740843
chr6,7637332,7637332,chr8,6047075,6047075
chr6,7637332,7637332,chr8,6664757,6664757
chr6,7637332,7637332,chr10,4740843,4740843
chr6,7973311,7973311,chr6,8335974,8335974
chr6,7973311,7973311,chr8,6161008,6161008
chr6,7973311,7973311,chr8,6435845,6435845
chr6,8082537,8082537,chr8,6387236,6387236
chr6,8129749,8129749,chr10,10581081,10581081
chr6,8319989,8319989,chr8,7628934,7628934
chr6,8335974,8335974,chr8,6275833,6275833
chr6,8335974,8335974,chr10,4740843,4740843
chr6,8414993,8414993,chr8,5983263,5983263
chr6,8414993,8414993,chr8,6387236,6387236
chr6,8414993,8414993,chr8,6435845,6435845
chr6,8414993,8414993,chr10,4508754,4508754
chr6,8414993,8414993,chr10,4769014,4769014
chr6,8477893,8477893,chr8,6387236,6387236
chr6,8493455,8493455,chr6,10135274,10135274
chr6,8493455,8493455,chr6,11331846,11331846
chr6,8493455,8493455,chr8,6648404,6648404
chr6,8493455,8493455,chr10,1954193,1954193
chr6,8648121,8648121,chr6,10560077,10560077
chr6,8693599,8693599,chr10,4508754,4508754
chr6,8723792,8723792,chr6,9628420,9628420
chr6,8723792,8723792,chr8,6242660,6242660
chr6,8723792,8723792,chr10,4740843,4740843
chr6,8968579,8968579,chr8,2607591,2607591
chr6,8968579,8968579,chr8,5983263,5983263
chr6,8968579,8968579,chr8,6387236,6387236
chr6,8968579,8968579,chr8,7735339,7735339
chr6,8968579,8968579,chr9,8982327,8982327
chr6,8968579,8968579,chr10,2347453,2347453
chr6,8968579,8968579,chr10,4508758,4508758
chr6,8968579,8968579,chr10,4740843,4740843
chr6,8968579,8968579,chr10,11349341,11349341
chr6,9029637,9029637,chr7,11349134,11349134
chr6,9029637,9029637,chr10,4508754,4508754
chr6,9273017,9273017,chr10,4769014,4769014
chr6,9334067,9334067,chr6,12010538,12010538
chr6,9334067,9334067,chr7,4813994,4813994
chr6,9334067,9334067,chr8,5950976,5950976
chr6,9334067,9334067,chr8,6062935,6062935
chr6,9334067,9334067,chr8,6664757,6664757
chr6,9334067,9334067,chr8,7568231,7568231
chr6,9334067,9334067,chr9,8580185,8580185
chr6,9334067,9334067,chr10,4410430,4410430
chr6,9334067,9334067,chr10,4468984,4468984
chr6,9334067,9334067,chr10,4676080,4676080
chr6,9334067,9334067,chr10,4697761,4697761
chr6,9334067,9334067,chr10,4740843,4740843
chr6,9534441,9534441,chr8,5950976,5950976
chr6,9534441,9534441,chr8,6275833,6275833
chr6,9534441,9534441,chr8,6632002,6632002
chr6,9534441,9534441,chr8,7552788,7552788
chr6,9534441,9534441,chr10,4488807,4488807
chr6,9534441,9534441,chr10,4740843,4740843
chr6,9628420,9628420,chr7,11246877,11246877
chr6,9628420,9628420,chr8,6047075,6047075
chr6,9628420,9628420,chr9,7177329,7177329
chr6,9628420,9628420,chr10,4449423,4449423
chr6,9628420,9628420,chr10,4488807,4488807
chr6,9628420,9628420,chr10,4554071,4554071
chr6,9628420,9628420,chr10,4559245,4559245
chr6,9628420,9628420,chr10,4740843,4740843
chr6,9628420,9628420,chr10,8300510,8300510
chr6,9674327,9674327,chr10,4488807,4488807
chr6,9674327,9674327,chr10,4740843,4740843
chr6,9765279,9765279,chr6,10120810,10120810
chr6,9765279,9765279,chr8,5950976,5950976
chr6,9765279,9765279,chr8,7048856,7048856
chr6,9765279,9765279,chr9,2328260,2328260
chr6,9765279,9765279,chr10,4468984,4468984
chr6,9765279,9765279,chr10,4508754,4508754
chr6,9765279,9765279,chr10,4740843,4740843
chr6,9765279,9765279,chr10,4769014,4769014
chr6,10120810,10120810,chr8,6047075,6047075
chr6,10120810,10120810,chr10,4449423,4449423
chr6,10135274,10135274,chr7,11559004,11559004
chr6,10135274,10135274,chr7,12896593,12896593
chr6,10135274,10135274,chr8,6355380,6355380
chr6,10135274,10135274,chr8,6648404,6648404
chr6,10135274,10135274,chr10,1954193,1954193
chr6,10135274,10135274,chr10,4410430,4410430
chr6,10135274,10135274,chr10,4535512,4535512
chr6,10135274,10135274,chr10,4884412,4884412
chr6,10560077,10560077,chr10,4449423,4449423
chr6,11509465,11509465,chr9,9613624,9613624
chr6,11894281,11894281,chr10,4508758,4508758
chr6,11894281,11894281,chr10,4597560,4597560
chr6,11910633,11910633,chr10,4255101,4255101
chr6,11910633,11910633,chr10,4508754,4508754
chr6,12468000,12468000,chr10,4508754,4508754
chr6,12484790,12484790,chr10,4255101,4255101
chr7,1103974,1103974,chr10,4498774,4498774
chr7,1531887,1531887,chr10,4498774,4498774
chr7,2091184,2091184,chr10,4554071,4554071
chr7,3165253,3165253,chr10,4508754,4508754
chr7,4170239,4170239,chr8,5950976,5950976
chr7,5771090,5771090,chr10,4508754,4508754
chr7,6807078,6807078,chr10,4769014,4769014
chr7,6945062,6945062,chr10,4488807,4488807
chr7,10686651,10686651,chr8,7720388,7720388
chr7,11034664,11034664,chr8,5950976,5950976
chr7,11246877,11246877,chr8,6664757,6664757
chr7,11349134,11349134,chr10,4508754,4508754
chr7,11559004,11559004,chr10,4697761,4697761
chr7,11994349,11994349,chr8,6648404,6648404
chr7,13139532,13139532,chr8,2798092,2798092
chr7,13155218,13155218,chr8,6648404,6648404
chr7,13269282,13269282,chr8,5983263,5983263
chr7,14195007,14195007,chr8,6355380,6355380
chr7,14430363,14430363,chr10,4468984,4468984
chr8,469755,469755,chr8,6275833,6275833
chr8,469755,469755,chr8,6387236,6387236
chr8,1406276,1406276,chr8,6387236,6387236
chr8,2537940,2537940,chr8,7690154,7690154
chr8,2590197,2590197,chr10,4508758,4508758
chr8,3293811,3293811,chr8,6047075,6047075
chr8,3759762,3759762,chr8,5950976,5950976
chr8,3823874,3823874,chr8,7690154,7690154
chr8,3823874,3823874,chr10,4740843,4740843
chr8,4403941,4403941,chr8,10736798,10736798
chr8,5950976,5950976,chr10,4468984,4468984
chr8,5950976,5950976,chr10,4488807,4488807
chr8,5983263,5983263,chr10,4468984,4468984
chr8,5983263,5983263,chr10,4488807,4488807
chr8,5983263,5983263,chr10,4554071,4554071
chr8,5983263,5983263,chr10,4769014,4769014
chr8,6047075,6047075,chr10,4449423,4449423
chr8,6047075,6047075,chr10,4740843,4740843
chr8,6062935,6062935,chr8,6664757,6664757
chr8,6062935,6062935,chr10,4697761,4697761
chr8,6161008,6161008,chr10,4488807,4488807
chr8,6275829,6275829,chr10,4508758,4508758
chr8,6275833,6275833,chr8,12938540,12938540
chr8,6275833,6275833,chr9,7143108,7143108
chr8,6275833,6275833,chr9,13949448,13949448
chr8,6275833,6275833,chr10,4508758,4508758
chr8,6275833,6275833,chr10,4740843,4740843
chr8,6355380,6355380,chr8,12591973,12591973
chr8,6355380,6355380,chr10,4410430,4410430
chr8,6355380,6355380,chr10,4559245,4559245
chr8,6387236,6387236,chr8,8389540,8389540
chr8,6387236,6387236,chr8,9196494,9196494
chr8,6387236,6387236,chr9,54644,54644
chr8,6387236,6387236,chr9,7445316,7445316
chr8,6387236,6387236,chr10,4488807,4488807
chr8,6387236,6387236,chr10,4740843,4740843
chr8,6435845,6435845,chr9,7143108,7143108
chr8,6435845,6435845,chr9,7900242,7900242
chr8,6435845,6435845,chr10,4508754,4508754
chr8,6632002,6632002,chr9,834044,834044
chr8,6632002,6632002,chr9,13489449,13489449
chr8,6632002,6632002,chr10,4488807,4488807
chr8,6648404,6648404,chr8,9775659,9775659
chr8,6648404,6648404,chr9,7177329,7177329
chr8,6648404,6648404,chr9,8042650,8042650
chr8,6648404,6648404,chr9,11214259,11214259
chr8,6648404,6648404,chr9,11730035,11730035
chr8,6648404,6648404,chr10,1311305,1311305
chr8,6648404,6648404,chr10,4488807,4488807
chr8,6648404,6648404,chr10,4535512,4535512
chr8,6648404,6648404,chr10,4697761,4697761
chr8,6664757,6664757,chr8,7690154,7690154
chr8,6664757,6664757,chr9,7445316,7445316
chr8,6664757,6664757,chr9,7900242,7900242
chr8,6664757,6664757,chr9,10081145,10081145
chr8,6664757,6664757,chr10,4410430,4410430
chr8,6664757,6664757,chr10,4508758,4508758
chr8,6664757,6664757,chr10,4559245,4559245
chr8,6664757,6664757,chr10,4597560,4597560
chr8,6664757,6664757,chr10,4697761,4697761
chr8,6664757,6664757,chr10,4740843,4740843
chr8,6664757,6664757,chr10,5080864,5080864
chr8,7017455,7017455,chr8,11969729,11969729
chr8,7017455,7017455,chr9,7143108,7143108
chr8,7017455,7017455,chr10,4498774,4498774
chr8,7017455,7017455,chr10,4554071,4554071
chr8,7381178,7381178,chr8,8702714,8702714
chr8,7381178,7381178,chr8,13028295,13028295
chr8,7381178,7381178,chr10,4769014,4769014
chr8,7552788,7552788,chr8,8663467,8663467
chr8,7552788,7552788,chr8,8722146,8722146
chr8,7552788,7552788,chr9,7143108,7143108
chr8,7568231,7568231,chr10,4554071,4554071
chr8,7628934,7628934,chr10,4697761,4697761
chr8,7690154,7690154,chr9,11532929,11532929
chr8,7690154,7690154,chr9,13504051,13504051
chr8,7690154,7690154,chr10,4559245,4559245
chr8,7720388,7720388,chr10,4769014,4769014
chr8,7811333,7811333,chr8,9559257,9559257
chr9,54644,54644,chr10,4468984,4468984
chr9,7143108,7143108,chr10,4508754,4508754
chr9,7143108,7143108,chr10,4508758,4508758
chr9,7177329,7177329,chr10,1954193,1954193
chr9,7177329,7177329,chr10,4535512,4535512
chr9,7445316,7445316,chr10,4488807,4488807
chr9,7445316,7445316,chr10,4554071,4554071
chr9,7900242,7900242,chr10,4488807,4488807
chr9,7900242,7900242,chr10,4508754,4508754
chr9,8413889,8413889,chr10,4468984,4468984
chr9,12826931,12826931,chr10,4982017,4982017
chr10,0,0,chr10,4554071,4554071
chr10,452546,452546,chr10,4769014,4769014
chr10,650294,650294,chr10,4740843,4740843
chr10,794167,794167,chr10,4697761,4697761
chr10,960679,960679,chr10,4554071,4554071
chr10,1612896,1612896,chr10,4508754,4508754
chr10,1954193,1954193,chr10,4982017,4982017
chr10,2071334,2071334,chr10,4468984,4468984
chr10,2347453,2347453,chr10,4498774,4498774
chr10,2347458,2347458,chr10,4410430,4410430
chr10,2394100,2394100,chr10,4255101,4255101
chr10,2859986,2859986,chr10,4498774,4498774
chr10,2875898,2875898,chr10,4255101,4255101
chr10,2875898,2875898,chr10,4468984,4468984
chr10,3834996,3834996,chr10,5080864,5080864
chr10,3994977,3994977,chr10,4498774,4498774
chr10,3994977,3994977,chr10,4982017,4982017
chr10,4123681,4123681,chr10,4559245,4559245
chr10,4255101,4255101,chr10,5080864,5080864
chr10,4351944,4351944,chr10,4508758,4508758
chr10,4468984,4468984,chr10,5505596,5505596
chr10,4468984,4468984,chr10,7513948,7513948
chr10,4488807,4488807,chr10,5505596,5505596
chr10,4488807,4488807,chr10,6778082,6778082
chr10,4508754,4508754,chr10,4943544,4943544
chr10,4508754,4508754,chr10,7323972,7323972
chr10,4508758,4508758,chr10,5547502,5547502
chr10,4535512,4535512,chr10,6969488,6969488
chr10,4535512,4535512,chr10,7513948,7513948
chr10,4559245,4559245,chr10,7687840,7687840
chr10,4676080,4676080,chr10,5505596,5505596
chr10,4676080,4676080,chr10,6140293,6140293
chr10,4676080,4676080,chr10,6760202,6760202
chr10,4740843,4740843,chr10,5505596,5505596
chr10,4740843,4740843,chr10,6952921,6952921
chr10,4740843,4740843,chr10,7513948,7513948
chr10,4740843,4740843,chr10,7687840,7687840
