Chromosome_A,Start_A,End_A,Chromosome_B,Start_B,End_B
chr1,9206166,9206166,chr8,8509155,8509155
chr1,9206166,9206166,chr10,5375723,5375723
chr1,9280143,9280143,chr1,9738591,9738591
chr1,9280143,9280143,chr2,11993735,11993735
chr1,9280143,9280143,chr2,14904302,14904302
chr1,9280143,9280143,chr2,15967084,15967084
chr1,9280143,9280143,chr2,16126654,16126654
chr1,9280143,9280143,chr2,16297996,16297996
chr1,9280143,9280143,chr2,16361234,16361234
chr1,9280143,9280143,chr3,3259786,3259786
chr1,9280143,9280143,chr4,10050482,10050482
chr1,9280143,9280143,chr4,13624692,13624692
chr1,9280143,9280143,chr6,10824950,10824950
chr1,9280143,9280143,chr7,3477366,3477366
chr1,9280143,9280143,chr8,6879332,6879332
chr1,9280143,9280143,chr8,7406763,7406763
chr1,9280143,9280143,chr8,8227304,8227304
chr1,9280143,9280143,chr10,5213667,5213667
chr1,9280143,9280143,chr10,5416853,5416853
chr1,9280143,9280143,chr10,5961199,5961199
chr1,9280143,9280143,chr10,6201386,6201386
chr1,9298451,9298451,chr1,9701536,9701536
chr1,9298451,9298451,chr1,10378146,10378146
chr1,9298451,9298451,chr3,13338702,13338702
chr1,9298451,9298451,chr4,5578984,5578984
chr1,9298451,9298451,chr4,12198664,12198664
chr1,9298451,9298451,chr5,15343674,15343674
chr1,9298451,9298451,chr7,2780394,2780394
chr1,9298451,9298451,chr8,6862362,6862362
chr1,9298451,9298451,chr8,7969224,7969224
chr1,9298451,9298451,chr8,8211986,8211986
chr1,9298451,9298451,chr8,8227304,8227304
chr1,9298451,9298451,chr9,8099526,8099526
chr1,9298451,9298451,chr10,4726427,4726427
chr1,9298451,9298451,chr10,5213667,5213667
chr1,9298451,9298451,chr10,5314796,5314796
chr1,9298451,9298451,chr10,5738701,5738701
chr1,9298451,9298451,chr10,5961199,5961199
chr1,9316281,9316281,chr7,13603737,13603737
chr1,9316281,9316281,chr8,7984227,7984227
chr1,9316281,9316281,chr10,5375723,5375723
chr1,9333991,9333991,chr10,6505982,6505982
chr1,9386969,9386969,chr4,5091167,5091167
chr1,9386969,9386969,chr8,8227304,8227304
chr1,9386969,9386969,chr10,4823683,4823683
chr1,9404903,9404903,chr2,11993735,11993735
chr1,9404903,9404903,chr4,7867915,7867915
chr1,9404903,9404903,chr8,8227304,8227304
chr1,10010658,10010658,chr1,11693030,11693030
chr1,10158258,10158258,chr2,14672003,14672003
chr1,10158258,10158258,chr2,16126654,16126654
chr1,12708800,12708800,chr8,8165667,8165667
chr1,12708800,12708800,chr10,5314805,5314805
chr1,12945613,12945613,chr9,9079584,9079584
chr1,16483085,16483085,chr8,8165667,8165667
chr1,16483085,16483085,chr8,8509179,8509179
chr1,16799444,16799444,chr10,5375723,5375723
chr1,16799444,16799444,chr10,5941068,5941068
chr1,17520533,17520533,chr10,4726427,4726427
chr1,17982513,17982513,chr8,7644872,7644872
chr1,18008366,18008366,chr8,8227304,8227304
chr1,18514013,18514013,chr8,8227304,8227304
chr1,18550165,18550165,chr8,8165667,8165667
chr1,18550165,18550165,chr8,8509179,8509179
chr1,18641245,18641245,chr8,8165667,8165667
chr1,18641245,18641245,chr8,8305920,8305920
chr1,18641245,18641245,chr8,8509179,8509179
chr1,18905797,18905797,chr9,7649187,7649187
chr1,19362893,19362893,chr8,7784451,7784451
chr1,20931674,20931674,chr4,5700896,5700896
chr1,20949109,20949109,chr4,8745469,8745469
chr1,21047006,21047006,chr4,8693753,8693753
chr1,21073250,21073250,chr4,8888652,8888652
chr1,21261040,21261040,chr10,5566821,5566821
chr2,123091,123091,chr8,7296860,7296860
chr2,2392877,2392877,chr9,5812385,5812385
chr2,7805745,7805745,chr8,7296860,7296860
chr2,8775864,8775864,chr8,8196520,8196520
chr2,9019590,9019590,chr9,8590441,8590441
chr2,10399407,10399407,chr10,5738701,5738701
chr2,11575349,11575349,chr9,8099526,8099526
chr2,11929270,11929270,chr8,8694925,8694925
chr2,13008500,13008500,chr9,8099526,8099526
chr2,13301553,13301553,chr3,13399940,13399940
chr2,13301553,13301553,chr8,7784451,7784451
chr2,14473374,14473374,chr8,7644872,7644872
chr2,14473374,14473374,chr8,7784451,7784451
chr2,14871280,14871280,chr4,12021524,12021524
chr2,14871280,14871280,chr8,8305920,8305920
chr2,15951012,15951012,chr8,8305920,8305920
chr2,15967084,15967084,chr8,7969224,7969224
chr2,16282384,16282384,chr8,8059011,8059011
chr2,16282384,16282384,chr8,8509155,8509155
chr2,16297996,16297996,chr8,7969224,7969224
chr2,16361234,16361234,chr8,8305920,8305920
chr2,17116178,17116178,chr8,8227304,8227304
chr2,17455766,17455766,chr8,8227304,8227304
chr3,334370,334370,chr8,8509179,8509179
chr3,383092,383092,chr8,8227304,8227304
chr3,415397,415397,chr7,13526425,13526425
chr3,415397,415397,chr8,7644872,7644872
chr3,415397,415397,chr8,8509179,8509179
chr3,1035534,1035534,chr8,8227304,8227304
chr3,1070475,1070475,chr8,8509155,8509155
chr3,1104675,1104675,chr10,5375723,5375723
chr3,1156854,1156854,chr8,8694925,8694925
chr3,1413101,1413101,chr8,8227304,8227304
chr3,1511607,1511607,chr4,8982595,8982595
chr3,3210686,3210686,chr8,8694925,8694925
chr3,3210686,3210686,chr10,5375723,5375723
chr3,3210686,3210686,chr10,5941068,5941068
chr3,3259786,3259786,chr8,8509179,8509179
chr3,3308809,3308809,chr10,4726436,4726436
chr3,3308809,3308809,chr10,5375723,5375723
chr3,3308809,3308809,chr10,5677159,5677159
chr3,3324827,3324827,chr10,5941068,5941068
chr3,3471300,3471300,chr10,4726427,4726427
chr3,3471300,3471300,chr10,5375723,5375723
chr3,6815879,6815879,chr4,5700896,5700896
chr3,6835243,6835243,chr8,8165667,8165667
chr3,6893075,6893075,chr10,4823674,4823674
chr3,7120240,7120240,chr10,4823683,4823683
chr3,7482000,7482000,chr6,992161,992161
chr3,11195107,11195107,chr9,8849308,8849308
chr3,11476714,11476714,chr8,7406763,7406763
chr3,11701692,11701692,chr10,5941068,5941068
chr3,11740841,11740841,chr9,8057367,8057367
chr3,11854948,11854948,chr9,8099526,8099526
chr3,12139674,12139674,chr4,8888652,8888652
chr3,12563007,12563007,chr9,7628880,7628880
chr3,12563007,12563007,chr9,8099526,8099526
chr3,12563007,12563007,chr9,8868024,8868024
chr3,12563007,12563007,chr9,9079584,9079584
chr3,12742438,12742438,chr9,8099526,8099526
chr3,12742438,12742438,chr9,8267425,8267425
chr3,12902218,12902218,chr4,9525818,9525818
chr3,12902218,12902218,chr8,6203855,6203855
chr3,12902218,12902218,chr8,7486008,7486008
chr3,12902218,12902218,chr8,8227304,8227304
chr3,12902218,12902218,chr9,8099526,8099526
chr3,12902218,12902218,chr9,8868024,8868024
chr3,12902218,12902218,chr10,5375723,5375723
chr3,13338702,13338702,chr8,7969224,7969224
chr3,13399940,13399940,chr4,12722303,12722303
chr3,13399940,13399940,chr7,195976,195976
chr3,13399940,13399940,chr8,8227304,8227304
chr3,13399940,13399940,chr10,4726436,4726436
chr3,13399940,13399940,chr10,5961199,5961199
chr3,13399940,13399940,chr10,11211437,11211437
chr3,13399940,13399940,chr10,12115668,12115668
chr3,13440946,13440946,chr8,8227304,8227304
chr3,13633796,13633796,chr9,8868024,8868024
chr3,13843183,13843183,chr10,4726427,4726427
chr3,13843191,13843191,chr3,14992420,14992420
chr3,13962740,13962740,chr6,1252278,1252278
chr3,13962740,13962740,chr8,8509179,8509179
chr3,14098954,14098954,chr10,4726427,4726427
chr3,14519468,14519468,chr10,11889188,11889188
chr3,16231500,16231500,chr8,8694925,8694925
chr3,16247434,16247434,chr8,8227304,8227304
chr3,16247434,16247434,chr8,8694925,8694925
chr3,16296766,16296766,chr4,4706639,4706639
chr3,16296766,16296766,chr8,7644872,7644872
chr4,16112,16112,chr8,8227304,8227304
chr4,48224,48224,chr8,8509179,8509179
chr4,48229,48229,chr8,7644872,7644872
chr4,1068171,1068171,chr10,5566821,5566821
chr4,1799108,1799108,chr10,5961199,5961199
chr4,2719588,2719588,chr10,5416853,5416853
chr4,3936700,3936700,chr4,4706639,4706639
chr4,3966210,3966210,chr9,8590441,8590441
chr4,4706639,4706639,chr8,8227304,8227304
chr4,4921903,4921903,chr10,5416853,5416853
chr4,5091167,5091167,chr8,8211986,8211986
chr4,5091167,5091167,chr8,8305920,8305920
chr4,5091167,5091167,chr8,8694925,8694925
chr4,5091167,5091167,chr10,5738701,5738701
chr4,5388026,5388026,chr8,8227304,8227304
chr4,5578984,5578984,chr8,8196520,8196520
chr4,5578984,5578984,chr8,8211986,8211986
chr4,5578984,5578984,chr8,8509179,8509179
chr4,5578984,5578984,chr10,5738701,5738701
chr4,5802789,5802789,chr10,5941068,5941068
chr4,6455420,6455420,chr8,8694925,8694925
chr4,7755939,7755939,chr8,8694925,8694925
chr4,7755939,7755939,chr10,6505982,6505982
chr4,8400665,8400665,chr8,8509179,8509179
chr4,8693753,8693753,chr8,9127107,9127107
chr4,8745461,8745461,chr10,5961199,5961199
chr4,8745469,8745469,chr8,8165667,8165667
chr4,8834144,8834144,chr7,13751026,13751026
chr4,8834144,8834144,chr10,5416853,5416853
chr4,8888652,8888652,chr8,7566042,7566042
chr4,8888652,8888652,chr8,8227304,8227304
chr4,8888652,8888652,chr9,7225029,7225029
chr4,8888652,8888652,chr10,4726436,4726436
chr4,8888652,8888652,chr10,5375723,5375723
chr4,8888652,8888652,chr10,5416853,5416853
chr4,8888652,8888652,chr10,5941068,5941068
chr4,8888652,8888652,chr10,6181872,6181872
chr4,8982595,8982595,chr5,2246267,2246267
chr4,8982595,8982595,chr5,2536217,2536217
chr4,8982595,8982595,chr8,7784451,7784451
chr4,8982595,8982595,chr10,5416853,5416853
chr4,8982595,8982595,chr10,5961199,5961199
chr4,9196219,9196219,chr10,5961199,5961199
chr4,9273420,9273420,chr10,5961199,5961199
chr4,9409518,9409518,chr8,8227304,8227304
chr4,9409518,9409518,chr10,4726436,4726436
chr4,9409518,9409518,chr10,5961199,5961199
chr4,9525826,9525826,chr10,5314796,5314796
chr4,9525826,9525826,chr10,5961199,5961199
chr4,9605313,9605313,chr9,8099526,8099526
chr4,9605313,9605313,chr10,6505982,6505982
chr4,9723359,9723359,chr10,5738701,5738701
chr4,9781631,9781631,chr8,8509179,8509179
chr4,10050482,10050482,chr8,8227304,8227304
chr4,10050482,10050482,chr10,5961199,5961199
chr4,11477417,11477417,chr10,4823683,4823683
chr4,11582924,11582924,chr10,5677159,5677159
chr4,11744995,11744995,chr7,8260590,8260590
chr4,11907742,11907742,chr8,7644872,7644872
chr4,11907742,11907742,chr8,8165667,8165667
chr4,11907742,11907742,chr10,4726427,4726427
chr4,11907742,11907742,chr10,5314805,5314805
chr4,12522549,12522549,chr8,8165667,8165667
chr4,12739738,12739738,chr10,5314796,5314796
chr4,15053570,15053570,chr10,5961199,5961199
chr4,15109192,15109192,chr10,5213667,5213667
chr4,15792875,15792875,chr8,8165667,8165667
chr4,16036772,16036772,chr8,7406763,7406763
chr4,16478806,16478806,chr10,6041480,6041480
chr4,16513433,16513433,chr8,8305920,8305920
chr5,411787,411787,chr8,7566042,7566042
chr5,457704,457704,chr8,7644872,7644872
chr5,2246267,2246267,chr10,5961199,5961199
chr5,2399814,2399814,chr7,13603737,13603737
chr5,2514393,2514393,chr7,13603737,13603737
chr5,2701128,2701128,chr7,13603737,13603737
chr5,4981599,4981599,chr10,5416853,5416853
chr5,8581544,8581544,chr8,7644872,7644872
chr5,8943805,8943805,chr5,11788442,11788442
chr5,13681741,13681741,chr9,6279688,6279688
chr5,16905621,16905621,chr10,6041480,6041480
chr5,17044727,17044727,chr10,4726436,4726436
chr5,17044727,17044727,chr10,5314796,5314796
chr5,17377303,17377303,chr8,7784451,7784451
chr5,17783818,17783818,chr8,8509179,8509179
chr5,17802038,17802038,chr8,7969224,7969224
chr5,18158740,18158740,chr10,5314796,5314796
chr5,18402012,18402012,chr10,5375723,5375723
chr5,18420998,18420998,chr10,4726427,4726427
chr6,81887,81887,chr10,5416853,5416853
chr6,510180,510180,chr8,8227304,8227304
chr6,1268400,1268400,chr8,8509155,8509155
chr6,1713481,1713481,chr10,5416853,5416853
chr6,1808343,1808343,chr8,8227304,8227304
chr6,1992321,1992321,chr10,4823674,4823674
chr6,1992321,1992321,chr10,5416853,5416853
chr6,2008026,2008026,chr10,6636726,6636726
chr6,2089284,2089284,chr10,4726436,4726436
chr6,2089284,2089284,chr10,5416853,5416853
chr6,2432886,2432886,chr8,8227304,8227304
chr6,2432886,2432886,chr10,5416853,5416853
chr6,2585924,2585924,chr8,7644872,7644872
chr6,2585924,2585924,chr10,5416853,5416853
chr6,3214732,3214732,chr8,8227304,8227304
chr7,220215,220215,chr8,8509179,8509179
chr7,4496070,4496070,chr8,6913182,6913182
chr7,10764649,10764649,chr8,8165667,8165667
chr7,10764649,10764649,chr8,8509179,8509179
chr7,12027732,12027732,chr8,7644872,7644872
chr7,12569692,12569692,chr9,8099526,8099526
chr7,13133566,13133566,chr8,8227304,8227304
chr7,13603737,13603737,chr8,8165667,8165667
chr7,13603737,13603737,chr8,8694925,8694925
chr7,13603737,13603737,chr9,5700696,5700696
chr7,13603737,13603737,chr10,5375723,5375723
chr7,13603737,13603737,chr10,5941068,5941068
chr7,13767562,13767562,chr8,7644872,7644872
chr7,13767562,13767562,chr10,5416853,5416853
chr7,13914482,13914482,chr8,8196520,8196520
chr8,888603,888603,chr9,5812385,5812385
chr8,1074133,1074133,chr9,7649187,7649187
chr8,3111864,3111864,chr8,7784451,7784451
chr8,3549501,3549501,chr8,7644872,7644872
chr8,3747446,3747446,chr8,7969224,7969224
chr8,3747446,3747446,chr8,8509155,8509155
chr8,3969390,3969390,chr8,8227304,8227304
chr8,5148096,5148096,chr10,5314796,5314796
chr8,6913182,6913182,chr10,11211437,11211437
chr8,7281028,7281028,chr9,9688183,9688183
chr8,7281028,7281028,chr10,5375723,5375723
chr8,7281028,7281028,chr10,6201386,6201386
chr8,7281028,7281028,chr10,6505982,6505982
chr8,7296860,7296860,chr8,8694925,8694925
chr8,7296860,7296860,chr9,5812385,5812385
chr8,7296860,7296860,chr10,5314796,5314796
chr8,7296860,7296860,chr10,5416853,5416853
chr8,7296860,7296860,chr10,11919137,11919137
chr8,7406763,7406763,chr9,761663,761663
chr8,7406763,7406763,chr9,9079584,9079584
chr8,7406763,7406763,chr10,5738701,5738701
chr8,7406763,7406763,chr10,5941068,5941068
chr8,7406763,7406763,chr10,5961199,5961199
chr8,7486008,7486008,chr10,5416853,5416853
chr8,7486008,7486008,chr10,5961199,5961199
chr8,7486008,7486008,chr10,6505982,6505982
chr8,7566042,7566042,chr10,5416853,5416853
chr8,7566042,7566042,chr10,11889188,11889188
chr8,7644872,7644872,chr9,6860784,6860784
chr8,7644872,7644872,chr9,8057367,8057367
chr8,7644872,7644872,chr9,8099526,8099526
chr8,7644872,7644872,chr10,5961199,5961199
chr8,7738451,7738451,chr9,8868024,8868024
chr8,7784451,7784451,chr8,8227304,8227304
chr8,7784451,7784451,chr9,6410171,6410171
chr8,7784451,7784451,chr9,8590441,8590441
chr8,7784451,7784451,chr9,9079584,9079584
chr8,7784451,7784451,chr10,4823683,4823683
chr8,7784451,7784451,chr10,5557102,5557102
chr8,7784451,7784451,chr10,5941068,5941068
chr8,7784451,7784451,chr10,5961199,5961199
chr8,7969224,7969224,chr9,1363272,1363272
chr8,7969224,7969224,chr9,6279688,6279688
chr8,7969224,7969224,chr9,7649187,7649187
chr8,7969224,7969224,chr9,14238972,14238972
chr8,7969224,7969224,chr10,4726427,4726427
chr8,7969224,7969224,chr10,5375723,5375723
chr8,7969224,7969224,chr10,5961199,5961199
chr8,8059011,8059011,chr9,7649187,7649187
chr8,8059011,8059011,chr10,5375723,5375723
chr8,8059011,8059011,chr10,6001955,6001955
chr8,8165667,8165667,chr8,8509179,8509179
chr8,8165667,8165667,chr9,1363272,1363272
chr8,8165667,8165667,chr9,5812385,5812385
chr8,8165667,8165667,chr9,6187841,6187841
chr8,8165667,8165667,chr9,7283353,7283353
chr8,8165667,8165667,chr9,7767420,7767420
chr8,8165667,8165667,chr9,8099526,8099526
chr8,8165667,8165667,chr10,4726427,4726427
chr8,8165667,8165667,chr10,5314796,5314796
chr8,8165667,8165667,chr10,5314805,5314805
chr8,8165667,8165667,chr10,5941068,5941068
chr8,8165667,8165667,chr10,5961199,5961199
chr8,8165667,8165667,chr10,9571819,9571819
chr8,8196520,8196520,chr9,5939951,5939951
chr8,8196520,8196520,chr9,7110170,7110170
chr8,8196520,8196520,chr9,8099526,8099526
chr8,8196520,8196520,chr10,4726427,4726427
chr8,8196520,8196520,chr10,5416853,5416853
chr8,8196520,8196520,chr10,12115668,12115668
chr8,8211986,8211986,chr10,1537470,1537470
chr8,8211986,8211986,chr10,5738701,5738701
chr8,8227304,8227304,chr8,9499162,9499162
chr8,8227304,8227304,chr9,6410171,6410171
chr8,8227304,8227304,chr9,6880110,6880110
chr8,8227304,8227304,chr9,7283353,7283353
chr8,8227304,8227304,chr9,9079584,9079584
chr8,8227304,8227304,chr9,9098570,9098570
chr8,8227304,8227304,chr10,4726427,4726427
chr8,8227304,8227304,chr10,4823683,4823683
chr8,8227304,8227304,chr10,5314796,5314796
chr8,8227304,8227304,chr10,5375723,5375723
chr8,8227304,8227304,chr10,5416853,5416853
chr8,8227304,8227304,chr10,5677159,5677159
chr8,8227304,8227304,chr10,5860787,5860787
chr8,8227304,8227304,chr10,5961199,5961199
chr8,8227304,8227304,chr10,6001955,6001955
chr8,8227304,8227304,chr10,6201386,6201386
chr8,8305920,8305920,chr9,8099526,8099526
chr8,8305920,8305920,chr9,8590441,8590441
chr8,8305920,8305920,chr9,8849312,8849312
chr8,8305920,8305920,chr10,4726436,4726436
chr8,8305920,8305920,chr10,5416853,5416853
chr8,8509155,8509155,chr8,10001984,10001984
chr8,8509155,8509155,chr9,6279688,6279688
chr8,8509155,8509155,chr9,7649187,7649187
chr8,8509155,8509155,chr10,5375723,5375723
chr8,8509155,8509155,chr10,6001955,6001955
chr8,8509155,8509155,chr10,6041480,6041480
chr8,8509179,8509179,chr9,5812385,5812385
chr8,8509179,8509179,chr9,6187841,6187841
chr8,8509179,8509179,chr9,7697979,7697979
chr8,8509179,8509179,chr9,8329872,8329872
chr8,8509179,8509179,chr10,4726427,4726427
chr8,8509179,8509179,chr10,5314796,5314796
chr8,8509179,8509179,chr10,5738701,5738701
chr8,8509179,8509179,chr10,5961199,5961199
chr8,8694925,8694925,chr9,5700696,5700696
chr8,8694925,8694925,chr9,7910705,7910705
chr8,8694925,8694925,chr10,5941068,5941068
chr8,9011895,9011895,chr10,5416853,5416853
chr8,9060675,9060675,chr9,4631117,4631117
chr8,9127107,9127107,chr10,5961199,5961199
chr8,9594225,9594225,chr9,8099526,8099526
chr8,9594225,9594225,chr10,5961199,5961199
chr8,9972054,9972054,chr10,5416853,5416853
chr8,10413585,10413585,chr10,5738701,5738701
chr8,10738919,10738919,chr10,5416853,5416853
chr8,10738919,10738919,chr10,5738701,5738701
chr8,11353329,11353329,chr10,5416853,5416853
chr8,11546156,11546156,chr10,5375723,5375723
chr8,11546156,11546156,chr10,5566821,5566821
chr8,11546156,11546156,chr10,6001955,6001955
chr8,12543793,12543793,chr10,5961199,5961199
chr8,15506356,15506356,chr10,4823674,4823674
chr9,17919,17919,chr10,5677159,5677159
chr9,201387,201387,chr10,4726436,4726436
chr9,348492,348492,chr10,4726427,4726427
chr9,3372980,3372980,chr10,6041480,6041480
chr9,5812385,5812385,chr10,5961199,5961199
chr9,6410171,6410171,chr10,5375723,5375723
chr9,7110170,7110170,chr10,5416853,5416853
chr9,7283353,7283353,chr10,4726427,4726427
chr9,7283353,7283353,chr10,5314796,5314796
chr9,7283353,7283353,chr10,5314805,5314805
chr9,7628880,7628880,chr10,5416853,5416853
chr9,7649187,7649187,chr10,4726427,4726427
chr9,7649187,7649187,chr10,4823674,4823674
chr9,7649187,7649187,chr10,5314796,5314796
chr9,7649187,7649187,chr10,5566821,5566821
chr9,7649187,7649187,chr10,6001955,6001955
chr9,7649187,7649187,chr10,6041480,6041480
chr9,8099526,8099526,chr10,4726427,4726427
chr9,8099526,8099526,chr10,5416853,5416853
chr9,8099526,8099526,chr10,5677159,5677159
chr9,8099526,8099526,chr10,5941068,5941068
chr9,8099526,8099526,chr10,5961199,5961199
chr9,8590441,8590441,chr10,4823683,4823683
chr9,8590441,8590441,chr10,5557102,5557102
chr9,8590441,8590441,chr10,5961199,5961199
chr9,8849308,8849308,chr10,5961199,5961199
chr9,9079584,9079584,chr10,5961199,5961199
chr9,9594820,9594820,chr10,5961199,5961199
chr9,14558440,14558440,chr10,4726427,4726427
chr10,2984486,2984486,chr10,6001955,6001955
chr10,3277376,3277376,chr10,5941068,5941068
chr10,3477415,3477415,chr10,5566821,5566821
chr10,4084209,4084209,chr10,4726427,4726427
chr10,4428401,4428401,chr10,6201386,6201386
chr10,4726427,4726427,chr10,11513392,11513392
chr10,4726427,4726427,chr10,11577516,11577516
chr10,4726436,4726436,chr10,11418317,11418317
chr10,4726436,4726436,chr10,11919137,11919137
chr10,4823674,4823674,chr10,11577516,11577516
chr10,4823683,4823683,chr10,11450044,11450044
chr10,4823683,4823683,chr10,12010892,12010892
chr10,5151789,5151789,chr10,5961199,5961199
chr10,5151789,5151789,chr10,7505717,7505717
chr10,5416853,5416853,chr10,7781984,7781984
chr10,5416853,5416853,chr10,11919137,11919137
chr10,5941068,5941068,chr10,11889188,11889188
chr10,5961199,5961199,chr10,11450044,11450044
chr10,5961199,5961199,chr10,12010892,12010892
chr10,6201386,6201386,chr10,7747167,7747167
