Chromosome_A,Start_A,End_A,Chromosome_B,Start_B,End_B
chr5,2980807,2980807,chr8,6836888,6836888
chr5,3435440,3435440,chr5,13890796,13890796
chr5,4750183,4750183,chr10,4078621,4078621
chr5,4750183,4750183,chr10,4255443,4255443
chr5,9677119,9677119,chr6,4762413,4762413
chr5,9677119,9677119,chr8,6786524,6786524
chr5,9677119,9677119,chr10,4130929,4130929
chr5,9677119,9677119,chr10,9026386,9026386
chr5,9791754,9791754,chr8,6836888,6836888
chr5,11245162,11245162,chr10,4255443,4255443
chr6,479412,479412,chr8,6786524,6786524
chr6,1244869,1244869,chr10,4255443,4255443
chr6,2079440,2079440,chr10,4255443,4255443
chr6,2384541,2384541,chr10,4255443,4255443
chr6,2577007,2577007,chr10,4255443,4255443
chr6,3134853,3134853,chr7,6980432,6980432
chr6,3134853,3134853,chr7,10087837,10087837
chr6,3134853,3134853,chr8,7219910,7219910
chr6,3134853,3134853,chr10,3871376,3871376
chr6,3245435,3245435,chr10,3871376,3871376
chr6,3245435,3245435,chr10,4078621,4078621
chr6,3650367,3650367,chr8,6786524,6786524
chr6,4599836,4599836,chr10,4130929,4130929
chr6,4660714,4660714,chr8,6786524,6786524
chr6,4660714,4660714,chr10,4304712,4304712
chr6,4762413,4762413,chr10,4130929,4130929
chr6,4762413,4762413,chr10,4304712,4304712
chr6,5818968,5818968,chr8,7149700,7149700
chr6,6201416,6201416,chr10,3871376,3871376
chr6,6382913,6382913,chr8,6836888,6836888
chr6,6543485,6543485,chr10,3871376,3871376
chr6,6543485,6543485,chr10,4449818,4449818
chr6,7015990,7015990,chr10,4130929,4130929
chr6,8939719,8939719,chr6,9625637,9625637
chr6,9625637,9625637,chr10,4078621,4078621
chr6,9625637,9625637,chr10,4130929,4130929
chr6,10374130,10374130,chr10,4078621,4078621
chr7,1291092,1291092,chr10,4078621,4078621
chr7,5677442,5677442,chr8,6786524,6786524
chr7,11394519,11394519,chr10,3871376,3871376
chr7,11527862,11527862,chr10,4255443,4255443
chr7,11638682,11638682,chr10,4130929,4130929
chr7,11751224,11751224,chr10,3871376,3871376
chr8,119924,119924,chr10,3518742,3518742
chr8,3493312,3493312,chr10,4078621,4078621
chr8,4893222,4893222,chr10,3871376,3871376
chr8,5896815,5896815,chr10,3871376,3871376
chr8,6321338,6321338,chr8,6836888,6836888
chr8,6321338,6321338,chr10,4304712,4304712
chr8,6540257,6540257,chr10,3871376,3871376
chr8,6786524,6786524,chr8,7745356,7745356
chr8,6786524,6786524,chr8,11413888,11413888
chr8,6786524,6786524,chr10,3495012,3495012
chr8,6786524,6786524,chr10,4304712,4304712
chr8,6836888,6836888,chr9,6248357,6248357
chr8,6836888,6836888,chr9,9093934,9093934
chr8,6836888,6836888,chr10,3829893,3829893
chr8,6836888,6836888,chr10,3871376,3871376
chr8,6836888,6836888,chr10,4130929,4130929
chr8,6836888,6836888,chr10,4304712,4304712
chr8,6836888,6836888,chr10,4449818,4449818
chr8,7009908,7009908,chr10,4078621,4078621
chr8,7149700,7149700,chr10,4304712,4304712
chr8,7202411,7202411,chr10,4304712,4304712
chr8,7219910,7219910,chr8,7745356,7745356
chr8,7219910,7219910,chr10,4255443,4255443
chr8,8096794,8096794,chr10,4304712,4304712
chr8,11109865,11109865,chr10,4078621,4078621
chr9,2026612,2026612,chr10,4304712,4304712
chr9,4746713,4746713,chr10,9064238,9064238
chr9,10051666,10051666,chr10,4078621,4078621
chr10,2163163,2163163,chr10,3190821,3190821
chr10,2163163,2163163,chr10,3871376,3871376
chr10,2290622,2290622,chr10,3871376,3871376
chr10,2308979,2308979,chr10,3829893,3829893
chr10,3518742,3518742,chr10,4304712,4304712
chr10,3829893,3829893,chr10,4304712,4304712
chr10,4078621,4078621,chr10,4304712,4304712
chr10,4078621,4078621,chr10,4728282,4728282
chr10,4078621,4078621,chr10,7664502,7664502
chr10,4130929,4130929,chr10,4633612,4633612
chr10,4130929,4130929,chr10,9026386,9026386
chr10,4255443,4255443,chr10,7664502,7664502
chr10,4255443,4255443,chr10,7896782,7896782
chr10,4304712,4304712,chr10,5328767,5328767
