Chromosome	start	end	Name	colour
chr1	6292236	6312241	1_63.02238947	blue4
chr1	6292241	6312245	1_63.02243296	blue7
chr1	6292245	6318714	1_63.02247644	blue1
chr1	6311586	6337994	1_63.27992576	blue5
chr1	6317994	6350671	1_63.27996924	blue5
chr1	6369466	6415583	1_64.05581594	blue2
chr1	6395583	6450073	1_64.05585942	blue7
chr1	6430073	6484566	1_64.74561572	blue2
chr1	6473520	6511459	1_64.92470136	blue3
chr1	6491459	6524642	1_65.10448034	blue4
chr1	6525654	6545658	1_65.35656455	blue4
chr1	6551571	6597485	1_65.87482943	blue1
chr1	6577485	6597489	1_65.87487291	blue1
chr1	6577489	6610529	1_65.8749164	blue4
chr1	6590529	6636710	1_66.13567286	blue4
chr1	6629859	6649866	1_66.39861925	blue5
chr1	6629866	6717762	1_66.39871649	blue3
chr1	6765655	6785659	1_67.75657347	blue2
chr1	6765659	6785663	1_67.75661695	blue4
chr1	6765663	6798949	1_67.75666044	blue4
chr1	6778949	6812234	1_68.02232644	blue3
chr1	6792234	6812239	1_68.02236992	blue6
chr1	6792239	6812243	1_68.02241341	blue5
chr1	6845456	6865460	1_68.55458426	blue8
chr1	6849789	6878465	1_68.6411527	blue6
chr1	6858465	6887188	1_68.72815356	blue4
chr1	6867188	6891563	1_68.81560979	blue7
chr1	6951984	6971986	1_69.61986367	blue6
chr1	7026227	7053038	1_70.43035881	blue1
chr1	7074105	7135167	1_71.25165553	blue2
chr1	7115167	7135172	1_71.25169901	blue3
chr1	7217291	7248502	1_72.31784003	blue4
chr1	7290042	7323862	1_73.13860359	blue4
chr1	7324342	7351123	1_73.41121365	blue3
chr1	7364922	7398492	1_73.81716807	blue4
chr1	7378492	7405270	1_73.95268767	blue3
chr1	7405777	7432566	1_74.2256456	blue5
chr1	7412566	7436982	1_74.22568908	blue6
chr1	7439103	7459106	1_74.49106116	blue1
chr1	7459287	7485969	1_74.75967322	blue3
chr1	7465971	7485973	1_74.75971731	blue10
chr1	7492835	7512837	1_75.02837215	blue5
chr1	7492837	7512837	1_75.02837305	blue5
chr1	7555776	7596772	1_75.86770335	blue9
chr1	7590310	7623848	1_76.1384631	blue9
chr1	7631915	7665751	1_76.41918047	blue10
chr1	7659587	7707233	1_76.69590126	blue6
chr1	7687233	7748486	1_77.24877391	blue9
chr1	7728486	7762098	1_77.52096383	blue10
chr1	7742098	7762100	1_77.52100732	blue10
chr1	7804425	7845352	1_78.35349845	blue8
chr1	7866740	7900620	1_78.90618026	blue10
chr1	7894121	7927622	1_79.17620319	blue9
chr1	7920940	7954258	1_79.44256253	blue8
chr1	7974767	8035263	1_80.25261756	blue9
chr1	8041673	8061673	1_80.51673167	blue9
chr1	8102482	8142839	1_81.32837502	blue4
chr1	8122839	8142844	1_81.3284185	blue5
chr1	8191634	8225197	1_82.1519573	blue8
chr1	8218306	8251414	1_82.41412339	blue8
chr1	8244353	8277292	1_82.67290733	blue9
chr1	8322630	8355739	1_83.45737062	blue7
chr1	8357295	8381580	1_83.71578411	blue4
chr1	8370398	8408116	1_83.8921502	blue5
chr1	8406003	8434992	1_84.24989933	blue5
chr1	8415005	8461609	1_84.25007327	blue7
chr1	8468213	8488217	1_84.78215716	blue6
chr1	8546058	8591834	1_85.56061023	blue3
chr1	8571834	8617610	1_86.07607859	blue6
chr1	8597610	8630286	1_86.07612207	blue2
chr1	8610286	8642963	1_86.32961781	blue8
chr1	8622963	8655418	1_86.32966129	blue9
chr1	8635418	8667872	1_86.57870288	blue3
chr1	8647872	8667874	1_86.57874636	blue9
chr1	8647874	8667874	1_86.57874646	blue7
chr1	8647874	8667874	1_86.57874656	blue9
chr1	8647874	8667874	1_86.57874666	blue4
chr1	8647874	8667874	1_86.57874676	blue8
chr1	8647874	8667874	1_86.57874686	blue7
chr1	8660269	8698864	1_86.82660661	blue5
chr1	8678864	8711287	1_86.95069301	blue2
chr1	8691287	8717508	1_87.07506083	blue1
chr1	8710024	8742541	1_87.32539186	blue5
chr1	8722541	8755186	1_87.32543534	blue1
chr1	8735186	8767832	1_87.57830176	blue8
chr1	8747836	8767841	1_87.57838872	blue6
chr1	8747845	8787462	1_87.57847569	blue7
chr1	8806989	8846904	1_88.36902295	blue8
chr1	8839877	8872851	1_88.62848997	blue9
chr1	8857271	8886140	1_88.71690043	blue8
chr1	8875075	8899560	1_88.89558388	blue8
chr1	8947137	8980641	1_89.70638949	blue6
chr1	8960641	8980645	1_89.70643297	blue7
chr1	9000282	9059918	1_90.4991663	blue8
chr1	9098799	9131981	1_91.15361645	blue8
chr1	9145165	9165170	1_91.551679	blue8
chr1	9164612	9191050	1_91.81048417	blue1
chr1	9189884	9216152	1_92.06150695	blue4
chr1	9258538	9291117	1_92.81115531	blue6
chr1	9283542	9315966	1_93.05964428	blue7
chr1	9326950	9372140	1_93.4320339	blue3
chr1	9352140	9391079	1_93.81076954	blue2
chr1	9371083	9391087	1_93.8108565	blue4
chr1	9434081	9491906	1_94.8190475	blue3
chr1	9471906	9491911	1_94.81909098	blue9
chr1	9497227	9542543	1_95.32541236	blue7
chr1	9546743	9574761	1_95.64759281	blue9
chr1	9580580	9605724	1_95.95722398	blue4
chr1	9641674	9666688	1_96.56683217	blue4
chr1	9646688	9666695	1_96.5669294	blue5
chr1	9838473	9879494	1_98.69492465	blue8
chr1	9859494	9879498	1_98.69496814	blue7
chr1	9859498	9879503	1_98.69501162	blue8
chr1	9859503	9883730	1_98.6950551	blue6
chr1	9872174	9900600	1_98.8639324	blue1
chr1	9880600	9904809	1_98.94807301	blue8
chr1	9898124	9944723	1_99.2143786	blue8
chr1	9924723	9971267	1_99.48009835	blue9
chr1	9951267	9984527	1_99.74525522	blue7
chr1	9964527	9990821	1_99.7452987	blue8
chr1	9970821	10003359	1_99.87114014	blue7
chr1	9983359	10009607	1_99.99605031	blue9
chr1	9989607	10013759	1_99.9960938	blue8
chr1	9993759	10022066	1_100.079096	blue8
chr1	10027432	10056086	1_100.417434	blue1
chr1	10036086	10060431	1_100.5042941	blue7
chr1	10040431	10066808	1_100.5043376	blue8
chr1	10046808	10079545	1_100.6318266	blue9
chr1	10059545	10125440	1_100.7590879	blue7
chr1	10144979	10164983	1_101.549815	blue6
chr1	10158230	10191477	1_101.8147545	blue10
chr1	10175871	10204662	1_101.9026226	blue7
chr1	10184662	10213469	1_101.9906212	blue6
chr1	10193469	10217878	1_102.0787604	blue10
chr1	10229082	10258244	1_102.4364775	blue10
chr1	10265608	10299107	1_102.8910577	blue10
chr1	10396418	10429187	1_104.1918541	blue7
chr1	10421864	10454541	1_104.4453934	blue7
chr1	10499846	10533060	1_105.2305874	blue6
chr1	10538969	10584878	1_105.7487654	blue5
chr1	10603787	10662694	1_106.5268974	blue3
chr1	10642694	10662701	1_106.5269946	blue6
chr1	10642701	10688949	1_106.5270381	blue8
chr1	10695197	10715202	1_107.0520014	blue1
chr1	10695202	10725019	1_107.0520449	blue10
chr1	10754329	10787637	1_107.7096071	blue7
chr1	10767637	10794316	1_107.8431439	blue9
chr1	10801576	10848832	1_108.3882997	blue1
chr1	10884039	10904044	1_108.9404186	blue8
chr1	10925489	10959298	1_109.4929597	blue3
chr1	10939302	10963888	1_109.4930467	blue7
chr1	10953068	10982266	1_109.6766396	blue6
chr1	10966871	11015132	1_109.768734	blue1
chr1	10995132	11043394	1_110.3339189	blue5
chr1	11079447	11099451	1_110.8944981	blue3
chr1	11086248	11119818	1_111.0304296	blue2
chr1	11099818	11126597	1_111.1659492	blue5
chr1	11106597	11168580	1_111.1659927	blue5
chr1	11148580	11210564	1_112.0056197	blue2
chr1	11190564	11224634	1_112.0056632	blue6
chr1	11218704	11243496	1_112.2870659	blue2
chr1	11233042	11262520	1_112.4779858	blue1
chr1	11242520	11267244	1_112.5724211	blue4
chr1	11295780	11322718	1_113.127168	blue6
chr1	11302718	11336254	1_113.1272115	blue8
chr1	11316254	11349789	1_113.397874	blue8
chr1	11329793	11363719	1_113.397961	blue8
chr1	11371798	11405956	1_113.9595409	blue9
chr1	11436875	11461486	1_114.5148633	blue8
chr1	11441486	11461486	1_114.5148634	blue6
chr1	11441486	11461486	1_114.5148635	blue7
chr1	11441556	11461581	1_114.5157951	blue8
chr1	11441581	11461586	1_114.5158386	blue1
chr1	11441586	11461590	1_114.5158821	blue10
chr1	11441590	11489149	1_114.5159256	blue9
chr1	11469149	11516708	1_115.0670635	blue7
chr1	11538365	11572201	1_115.621989	blue1
chr1	11552201	11585886	1_115.6220325	blue4
chr1	11565886	11599571	1_115.895696	blue3
chr1	11579571	11606551	1_115.8957395	blue2
chr1	11586551	11620583	1_116.035291	blue2
chr1	11600583	11627639	1_116.1763699	blue2
chr1	11607639	11641751	1_116.1764134	blue2
chr1	11650260	11684656	1_116.7465435	blue7
chr1	11664656	11689591	1_116.746587	blue5
chr1	11669591	11699421	1_116.8452487	blue6
chr1	11679421	11709174	1_116.9431736	blue7
chr1	11689174	11714032	1_117.040308	blue5
chr1	11694032	11728103	1_117.0403515	blue3
chr1	11708103	11742173	1_117.3217106	blue8
chr1	11736165	11770157	1_117.6015527	blue8
chr1	11764071	11797985	1_117.8798341	blue2
chr1	11782553	11811659	1_117.9711918	blue4
chr1	11800714	11825231	1_118.1522928	blue5
chr1	11923260	11959435	1_119.4943352	blue8
chr1	11939435	11959440	1_119.4943787	blue6
chr1	11961262	11985593	1_119.7559133	blue6
chr1	11965600	12002389	1_119.756054	blue9
chr1	11982389	12019176	1_120.0917412	blue2
chr1	11999176	12053618	1_120.0917847	blue7
chr1	12033618	12088059	1_120.7805763	blue8
chr1	12068064	12088068	1_120.7806633	blue10
chr1	12068068	12088075	1_120.7807068	blue7
chr1	12068075	12154547	1_120.780804	blue7
chr1	12134547	12221015	1_122.1101382	blue7
chr1	12201015	12221020	1_122.1101817	blue2
chr1	12201020	12225294	1_122.1102252	blue5
chr1	12205294	12233831	1_122.1956655	blue8
chr1	12213831	12242354	1_122.2809651	blue4
chr1	12222354	12246614	1_122.3661239	blue7
chr1	12226614	12252974	1_122.3661674	blue5
chr1	12245641	12271953	1_122.6195105	blue4
chr1	12251955	12271957	1_122.6195541	blue7
chr1	12277411	12322865	1_123.1286285	blue1
chr1	12309183	12341793	1_123.2549585	blue3
chr1	12321793	12348094	1_123.3809202	blue9
chr1	12328094	12360836	1_123.3809636	blue7
chr1	12366320	12399061	1_123.890598	blue7
chr1	12404550	12450736	1_124.1455239	blue5
chr1	12430736	12476921	1_124.6691976	blue7
chr1	12456921	12503528	1_124.6692411	blue1
chr1	12483528	12530135	1_125.2013353	blue3
chr1	12510135	12536769	1_125.2013788	blue2
chr1	12516769	12550050	1_125.3340049	blue5
chr1	12556881	12583563	1_125.7356108	blue1
chr1	12585406	12609804	1_125.9980229	blue2
chr1	12603197	12636591	1_126.2658891	blue7
chr1	12636759	12686742	1_126.6690634	blue4
chr1	12686370	12716164	1_127.0616215	blue5
chr1	12696164	12716166	1_127.061665	blue8
chr1	12723029	12770292	1_127.3303199	blue6
chr1	12860877	12908672	1_128.9867077	blue5
chr1	12912092	12936735	1_129.2673377	blue8
chr1	12983978	13017369	1_130.0736686	blue8
chr1	13019731	13044195	1_130.3419341	blue6
chr1	13092138	13125640	1_131.1563783	blue8
chr1	13145702	13178987	1_131.6898568	blue8
chr1	13199671	13233209	1_132.2320775	blue6
chr1	13236015	13260608	1_132.5060636	blue8
chr1	13291156	13315724	1_133.0572258	blue6
chr1	13322569	13347926	1_133.3792444	blue4
chr1	13386784	13465613	1_134.5561116	blue5
chr1	13445617	13465622	1_134.5561986	blue3
chr1	13476293	13526961	1_135.169594	blue3
chr1	13506965	13542034	1_135.1696809	blue2
chr1	13522034	13557103	1_135.4710136	blue2
chr1	13610251	13638849	1_136.2884712	blue4
chr1	13618853	13638857	1_136.2885582	blue2
chr1	13640192	13664452	1_136.5445003	blue1
chr1	13663795	13690201	1_136.8019931	blue3
chr1	13688937	13727532	1_137.0517162	blue5
chr1	13707532	13739895	1_137.2989363	blue6
chr1	13804197	13858241	1_138.4823969	blue6
chr1	13838246	13867118	1_138.4824838	blue3
chr1	13864762	13893539	1_138.8353773	blue8
chr1	13967091	13993297	1_139.8329556	blue5
chr1	14030158	14069338	1_140.593364	blue3
chr1	14049338	14069342	1_140.5934075	blue1
chr1	14049342	14069347	1_140.5934509	blue9
chr1	14074466	14119584	1_141.095827	blue8
chr1	14099584	14132039	1_141.0958705	blue1
chr1	14112039	14144493	1_141.3449121	blue6
chr1	14155622	14188045	1_141.7184085	blue5
chr1	14168045	14194251	1_141.8424948	blue4
chr1	14194848	14218961	1_142.0895954	blue4
chr1	14223528	14268091	1_142.5808953	blue4
chr1	14293183	14317299	1_143.0729722	blue3
chr1	14315316	14341314	1_143.3131246	blue4
chr1	14376346	14414876	1_144.0487466	blue1
chr1	14406969	14439061	1_144.2905915	blue7
chr1	14439591	14467637	1_144.5366611	blue8
chr1	14594522	14625669	1_146.156669	blue7
chr1	14707335	14784252	1_147.7424801	blue5
chr1	14764252	14784259	1_147.7425773	blue4
chr1	14844188	14898748	1_148.8874326	blue6
chr1	14878748	14898755	1_148.8875299	blue3
chr1	14983670	15038632	1_150.2863051	blue4
chr1	15018632	15038637	1_150.2863486	blue4
chr1	15030062	15061488	1_150.5148643	blue5
chr1	15094587	15132275	1_151.2227092	blue1
chr1	15112285	15132292	1_151.2229036	blue4
chr1	15129424	15155102	1_151.4510063	blue3
chr1	15153594	15177287	1_151.6728561	blue4
chr1	15231407	15268687	1_152.5868254	blue3
chr1	15248687	15268694	1_152.5869227	blue2
chr1	15282000	15313120	1_153.0311865	blue6
chr1	15394425	15459202	1_154.1895583	blue7
chr1	15509491	15554134	1_155.2749358	blue9
chr1	15534134	15570778	1_155.6077626	blue8
chr1	15550778	15570782	1_155.6078061	blue9
chr1	15574278	15606025	1_155.8428022	blue2
chr1	15586025	15617773	1_156.0777113	blue7
chr1	15609448	15637213	1_156.2333442	blue1
chr1	15617213	15641094	1_156.3109279	blue8
chr1	15689709	15715403	1_156.9971119	blue1
chr1	15695403	15726802	1_157.1109573	blue1
chr1	15712510	15732514	1_157.2251276	blue1
chr1	15759096	15779101	1_157.6909904	blue3
chr1	15759101	15784924	1_157.6910339	blue1
chr1	15799647	15825436	1_158.1543463	blue6
chr1	15828716	15854544	1_158.3871857	blue5
chr1	15834544	15866209	1_158.5036969	blue7
chr1	15921827	15953102	1_159.3183213	blue8
chr1	15933102	15964374	1_159.5437261	blue10
chr1	15955722	15987070	1_159.7706812	blue9
chr1	15967070	15990974	1_159.7707247	blue6
chr1	15990633	16010638	1_160.0063588	blue9
chr1	15990638	16010642	1_160.0064023	blue10
chr1	16019379	16068115	1_160.581136	blue10
chr1	16113796	16155662	1_161.4565997	blue10
chr1	16171844	16203846	1_161.9384474	blue10
chr1	16195761	16227677	1_162.176749	blue9
chr1	16207681	16227685	1_162.1768359	blue5
chr1	16231534	16275383	1_162.6538182	blue9
chr1	16255388	16275392	1_162.6539052	blue1
chr1	16316226	16348490	1_163.3848815	blue9
chr1	16365147	16397271	1_163.8726902	blue6
chr1	16454594	16492395	1_164.8239306	blue5
chr1	16472395	16504087	1_164.8239741	blue9
chr1	16587089	16614565	1_165.9709467	blue6
chr1	16609471	16636907	1_166.2690582	blue3
chr1	16795959	16837947	1_168.2794536	blue5
chr1	16817947	16837951	1_168.2794971	blue3
chr1	16927498	16969700	1_169.5969835	blue8
chr1	16960674	16991649	1_169.8164708	blue6
chr1	16993754	17035859	1_170.2585751	blue5
chr1	17032624	17058207	1_170.4820498	blue3
chr1	17071977	17125748	1_171.1574665	blue1
chr1	17105748	17125753	1_171.15751	blue1
chr1	17109519	17137025	1_171.2328398	blue6
chr1	17117025	17144485	1_171.3076706	blue2
chr1	17124485	17148206	1_171.3820462	blue2
chr1	17157882	17212750	1_171.9755631	blue7
chr1	17203127	17233482	1_172.183107	blue2
chr1	17213482	17238655	1_172.2865374	blue5
chr1	17222300	17249592	1_172.3593856	blue7
chr1	17229592	17256916	1_172.4324614	blue3
chr1	17236916	17260587	1_172.5058725	blue2
chr1	17263296	17283296	1_172.7329674	blue3
chr1	17263296	17283296	1_172.7329675	blue2
chr1	17263296	17283296	1_172.7329677	blue3
chr1	17263296	17283296	1_172.7329678	blue7
chr2	53055	88459	2_0.784575557	blue1
chr2	117980	156350	2_1.279828068	blue7
chr2	218628	243125	2_2.33123519	blue5
chr2	243711	291024	2_2.537132421	blue3
chr2	285503	333077	2_2.955060677	blue3
chr2	348253	368257	2_3.582557113	blue4
chr2	369227	389227	2_3.792278049	blue4
chr2	411749	456042	2_4.217519242	blue5
chr2	429434	473727	2_4.637254551	blue9
chr2	517538	537542	2_5.27540557	blue4
chr2	517542	543916	2_5.275449054	blue8
chr2	560223	589489	2_5.702252447	blue1
chr2	581745	629779	2_5.917502024	blue2
chr2	624715	644722	2_6.347207848	blue2
chr2	624722	644727	2_6.347251332	blue5
chr2	636782	670587	2_6.5598019	blue5
chr2	641377	670558	2_6.559845384	blue8
chr2	662104	686617	2_6.766153629	blue1
chr2	688211	735431	2_6.98214102	blue6
chr2	731889	760825	2_7.418915376	blue5
chr2	722967	751903	2_7.419012609	blue7
chr2	887918	912413	2_8.979210666	blue8
chr2	883433	912384	2_8.97925415	blue5
chr2	883470	907931	2_8.979297634	blue5
chr2	887931	943728	2_8.979341118	blue7
chr2	894632	950428	2_9.404267642	blue7
chr2	930428	953444	2_9.404311126	blue2
chr2	948383	974422	2_9.61396914	blue8
chr2	948376	974442	2_9.614012624	blue7
chr2	948364	975909	2_9.614056108	blue9
chr2	1011235	1040249	2_10.25738856	blue3
chr2	1059156	1082169	2_10.69158197	blue2
chr2	1056151	1082185	2_10.69162546	blue1
chr2	1099188	1125246	2_11.12211163	blue2
chr2	1122220	1142224	2_11.32222184	blue3
chr2	1182319	1216206	2_11.92321778	blue7
