Chromosome	start	end	Name	colour
chr1	3347237	3377245	1_33.67243541	blue3
chr1	3375024	3415127	1_33.85026429	blue5
chr1	3387837	3412815	1_34.02813666	blue7
chr1	3424838	3448113	1_34.38111705	blue8
chr1	3463417	3488233	1_34.73419907	blue3
chr1	3467516	3502038	1_34.8234333	blue8
chr1	3471631	3501329	1_34.91327388	blue4
chr1	3481329	3511020	1_34.91331737	blue7
chr1	3508025	3547204	1_35.18028138	blue3
chr1	3561562	3590007	1_35.75791016	blue2
chr1	3679987	3699994	1_36.8998984	blue5
chr1	3697821	3717825	1_37.07823641	blue2
chr1	3729905	3753382	1_37.43380523	blue7
chr1	3751225	3774676	1_37.61227358	blue4
chr1	3765137	3791991	1_37.78571295	blue4
chr1	3785797	3816222	1_37.95799275	blue2
chr1	3838426	3863696	1_38.48428906	blue3
chr1	3868469	3898961	1_38.83737109	blue1
chr1	3868517	3893743	1_38.83741457	blue2
chr1	3873743	3897165	1_38.83745805	blue4
chr1	3927341	3952588	1_39.37343584	blue4
chr1	3922102	3952551	1_39.37347932	blue2
chr1	3928038	3953244	1_39.43242301	blue3
chr1	3913150	3964947	1_39.5494534	blue3
chr1	3962485	3986047	1_39.72487498	blue1
chr1	3998104	4028685	1_40.08106296	blue2
chr1	4016112	4036116	1_40.26114633	blue1
chr1	4145270	4172498	1_41.58885538	blue10
chr1	4173386	4197000	1_41.86998687	blue8
chr1	4210995	4236490	1_42.20997732	blue9
chr1	4239377	4270478	1_42.54950847	blue9
chr1	4261978	4298349	1_42.71980554	blue9
chr1	4279027	4309932	1_42.89029766	blue9
chr1	4348903	4368907	1_43.5890543	blue10
chr1	4366287	4386291	1_43.76289467	blue9
chr1	4383690	4409169	1_43.9369296	blue10
chr1	4483719	4526270	1_44.99373757	blue9
chr1	4539497	4567264	1_45.53369297	blue10
chr1	4539478	4563375	1_45.53373645	blue10
chr1	4585513	4616763	1_46.06761314	blue9
chr1	4596763	4620527	1_46.06765663	blue7
chr1	4593008	4620514	1_46.06770011	blue9
chr1	4817153	4871975	1_48.6197367	blue6
chr1	4869780	4889780	1_48.7978041	blue4
chr1	4905781	4937369	1_49.15783979	blue2
chr1	4923525	4967276	1_49.33527787	blue5
chr1	4941204	4961208	1_49.51206611	blue4
chr1	4954859	4982916	1_49.68899442	blue3
chr1	4976779	4996784	1_49.86781848	blue5
chr1	5012906	5036889	1_50.22911096	blue2
chr1	5026909	5054937	1_50.40910736	blue5
chr1	5048748	5068753	1_50.58750994	blue3
chr1	5066390	5101829	1_50.76392913	blue3
chr1	5076118	5111767	1_50.9397317	blue3
chr1	5317279	5359005	1_53.27281347	blue1
chr1	5334651	5354655	1_53.44653427	blue1
chr1	5360501	5391470	1_53.70503678	blue2
chr1	5375486	5406350	1_53.96348553	blue2
chr1	5413893	5448978	1_54.3140809	blue3
chr1	5526190	5557411	1_55.36192649	blue1
chr1	5555325	5580919	1_55.70917363	blue2
chr1	5616935	5681474	1_56.56605212	blue4
chr1	5631740	5666611	1_56.5660956	blue2
chr1	5680101	5757725	1_56.90103195	blue3
chr1	5696667	5716672	1_57.06670158	blue5
chr1	5713093	5733098	1_57.2309616	blue7
chr1	5808299	5849935	1_58.39932881	blue2
chr1	5859872	5883414	1_58.73412818	blue4
chr1	5828660	5900065	1_58.90044711	blue2
chr1	5913028	5933035	1_59.23033283	blue6
chr1	5980964	6022233	1_59.90966388	blue4
chr1	6044400	6084390	1_60.544023	blue2
chr1	6067069	6089082	1_60.7707172	blue7
chr1	6118014	6159232	1_61.28016369	blue7
chr1	6096804	6138022	1_61.28020718	blue2
chr1	6078116	6195942	1_61.28029414	blue7
chr1	6077226	6155148	1_61.45139262	blue8
chr1	6152361	6172363	1_61.62363981	blue5
chr1	6169674	6189674	1_61.79674399	blue7
chr1	6221651	6241651	1_62.31651586	blue4
chr1	6238664	6258664	1_62.48664984	blue5
chr1	6228254	6258680	1_62.48678029	blue3
chr1	6272596	6292601	1_62.82599042	blue4
chr1	6168681	6309448	1_62.99446658	blue6
chr1	6289448	6319787	1_62.99451006	blue1
chr1	6296099	6326438	1_63.16436261	blue4
chr1	6342470	6372896	1_63.62893841	blue6
chr1	6367677	6409356	1_63.77680167	blue2
chr1	6354877	6396555	1_63.86553704	blue7
chr1	6373213	6414799	1_64.04797085	blue7
chr1	6431729	6462680	1_64.4173139	blue5
chr1	6506050	6526052	1_65.16052177	blue2
chr1	6524116	6544116	1_65.34116801	blue6
chr1	6530126	6550126	1_65.40126039	blue5
chr1	6542193	6562193	1_65.52193374	blue7
chr1	6578294	6598294	1_65.8829442	blue6
chr1	6600540	6630468	1_66.15498134	blue6
chr1	6633054	6663140	1_66.43056182	blue7
chr1	6660250	6690398	1_66.80396039	blue6
chr1	6724723	6751467	1_67.38093803	blue4
chr1	6832922	6862769	1_68.52766857	blue3
chr1	6861642	6886526	1_68.71644271	blue4
chr1	6894896	6923100	1_69.09785454	blue3
chr1	7011447	7041413	1_70.21450112	blue4
chr1	7001490	7041520	1_70.21454461	blue3
chr1	7079283	7109623	1_70.94473334	blue4
chr1	7098945	7125734	1_71.12349406	blue4
chr1	7189575	7216230	1_72.02911269	blue3
chr1	7191188	7230806	1_72.20804678	blue3
chr1	7368722	7393788	1_73.83786497	blue9
chr1	7352733	7412321	1_74.023193	blue4
chr1	7401463	7435869	1_74.21062396	blue5
chr1	7449223	7469227	1_74.59225793	blue3
chr1	7468465	7518203	1_74.78470587	blue4
chr1	7487790	7507794	1_74.97792385	blue2
chr1	7541896	7566818	1_75.56815955	blue1
chr1	7719031	7739036	1_77.29034173	blue2
chr1	7774094	7794098	1_77.84096203	blue5
chr1	7807937	7831244	1_78.21242055	blue4
chr1	7811244	7848361	1_78.21246404	blue9
chr1	7800337	7854525	1_78.27452888	blue6
chr1	7784122	7849959	1_78.3995693	blue1
chr1	8029653	8052921	1_80.42919573	blue4
chr1	8041434	8071340	1_80.61338458	blue3
chr1	8106515	8136383	1_81.16517975	blue6
chr1	8142437	8172227	1_81.52440166	blue2
chr1	8142446	8182303	1_81.52448863	blue4
chr1	8160221	8190206	1_81.70224137	blue3
chr1	8295136	8325475	1_83.15472984	blue1
chr1	8376333	8406318	1_83.86335968	blue6
chr1	8393618	8423545	1_84.03620295	blue7
chr1	8445309	8475334	1_84.55311177	blue10
chr1	8468046	8488050	1_84.78048816	blue10
chr1	8530815	8556419	1_85.40818094	blue10
chr1	8542522	8573688	1_85.58124164	blue8
chr1	8595470	8626590	1_86.11024751	blue7
chr1	8618787	8644366	1_86.28789219	blue8
chr1	8636824	8668147	1_86.46826726	blue6
chr1	8661704	8693027	1_86.83025782	blue9
chr1	8670558	8701956	1_86.91954579	blue9
chr1	8690862	8722210	1_87.00864957	blue9
chr1	8697258	8728606	1_87.18604417	blue10
chr1	8744207	8786760	1_87.54210159	blue10
chr1	8744898	8776093	1_87.66090997	blue10
chr1	8786913	8818108	1_88.08105917	blue10
chr1	8810401	8841516	1_88.25977641	blue9
chr1	8833719	8857399	1_88.4372145	blue9
chr1	8830059	8857396	1_88.43730146	blue10
chr1	8865749	8893188	1_88.79479426	blue8
chr1	8883792	8907481	1_88.97479066	blue9
chr1	8899481	8952007	1_89.0948347	blue10
chr1	8936275	8966970	1_89.51639822	blue10
chr1	8977577	9001119	1_89.87579956	blue9
chr1	8974044	9001103	1_89.87584305	blue10
chr1	8974069	9001089	1_89.87588653	blue10
chr1	8974092	8997595	1_89.87593001	blue10
chr1	8993455	9034443	1_90.24441818	blue10
chr1	9014443	9039814	1_90.24446167	blue10
chr1	9017351	9058838	1_90.48836495	blue10
chr1	9051008	9081587	1_90.61011028	blue10
chr1	9104759	9130019	1_91.14761331	blue10
chr1	9099507	9130059	1_91.1476568	blue10
chr1	9099476	9124772	1_91.14770028	blue10
chr1	9122538	9153094	1_91.32540954	blue10
chr1	9148463	9178952	1_91.68950311	blue10
chr1	9153709	9184222	1_91.68959008	blue10
chr1	9174153	9201181	1_91.87665198	blue10
chr1	9192645	9216168	1_92.06166535	blue10
chr1	9243787	9271572	1_92.61570496	blue10
chr1	9270141	9295317	1_92.80143385	blue10
chr1	9284935	9311986	1_92.98451749	blue10
chr1	9295836	9326283	1_93.1628119	blue10
chr1	9323984	9343989	1_93.33987076	blue10
chr1	9323989	9343993	1_93.33991424	blue10
chr1	9341539	9382840	1_93.51541307	blue10
chr1	9359126	9382670	1_93.69129056	blue10
chr1	9373420	9400522	1_93.86969314	blue10
chr1	9394901	9425618	1_94.04903969	blue10
chr1	9427567	9454671	1_94.41125329	blue10
chr1	9416666	9469199	1_94.59197554	blue10
chr1	9449199	9469204	1_94.59201902	blue10
chr1	9480109	9510757	1_94.95427542	blue10
chr1	9522774	9553400	1_95.32777054	blue10
chr1	9560510	9591002	1_95.70512368	blue10
chr1	9673103	9696471	1_96.83105971	blue10
chr1	9688176	9714892	1_97.01536949	blue9
chr1	9706620	9733319	1_97.19972274	blue4
chr1	9728589	9758718	1_97.38591727	blue9
chr1	9718469	9748598	1_97.38596075	blue10
chr1	9738128	9778959	1_97.48130685	blue9
chr1	9727311	9767740	1_97.57737948	blue9
chr1	9761924	9786795	1_97.76793081	blue8
chr1	9785778	9834889	1_97.95781017	blue8
chr1	9756676	9805787	1_97.95785366	blue10
chr1	9804664	9824669	1_98.14667128	blue8
chr1	9823726	9853442	1_98.33728745	blue8
chr1	9843048	9872764	1_98.53050542	blue9
chr1	9839937	9869653	1_98.59651519	blue6
chr1	9856278	9895603	1_98.66280639	blue9
chr1	9862948	9882953	1_98.72950948	blue9
chr1	9883033	9909423	1_98.96226189	blue8
chr1	9973302	9998308	1_99.88306361	blue9
chr1	9990802	10027177	1_100.1064959	blue9
chr1	9994075	10027289	1_100.1065828	blue9
chr1	10019325	10039329	1_100.293277	blue6
chr1	10016010	10042657	1_100.293364	blue1
chr1	10061413	10091423	1_100.7643781	blue8
chr1	10070844	10095832	1_100.8583044	blue6
chr1	10130549	10170691	1_101.4055148	blue8
chr1	10136462	10166490	1_101.4646427	blue8
chr1	10132337	10162366	1_101.5236401	blue2
chr1	10148256	10178203	1_101.5825838	blue7
chr1	10144968	10171578	1_101.5827143	blue5
chr1	10180836	10207454	1_101.9414428	blue6
chr1	10182119	10222219	1_102.122176	blue7
chr1	10228844	10258831	1_102.4882959	blue4
chr1	10252261	10282226	1_102.672291	blue10
chr1	10263451	10283456	1_102.73454	blue5
chr1	10255333	10295806	1_102.8580404	blue4
chr1	10357723	10388149	1_103.7814699	blue7
chr1	10386700	10406704	1_103.9670248	blue8
chr1	10476833	10502185	1_104.9218377	blue5
chr1	10501397	10525010	1_105.1139933	blue8
chr1	10497792	10525037	1_105.1140367	blue7
chr1	10520661	10540663	1_105.3066143	blue8
chr1	10520663	10574607	1_105.3066578	blue8
chr1	10559756	10613927	1_105.6976118	blue8
chr1	10593818	10619325	1_106.0932374	blue9
chr1	10635668	10659575	1_106.4957338	blue7
chr1	10655807	10683594	1_106.6971231	blue7
chr1	10662759	10686617	1_106.7661568	blue7
chr1	10674766	10706353	1_106.9053499	blue7
chr1	10680541	10704365	1_106.9054369	blue5
chr1	10717528	10741315	1_107.3131354	blue4
chr1	10716866	10748164	1_107.3816267	blue5
chr1	10757099	10788069	1_107.7260135	blue5
chr1	10772664	10803495	1_107.9349338	blue6
chr1	10804361	10827891	1_108.1436365	blue1
chr1	10800840	10827900	1_108.14368	blue1
chr1	10825161	10855901	1_108.3516356	blue4
chr1	10888897	10937990	1_108.9889959	blue5
chr1	10909887	10944345	1_109.1988919	blue6
chr1	10994739	11014743	1_110.0474168	blue4
chr1	10994875	11046479	1_110.2608884	blue5
chr1	11073110	11098414	1_110.831125	blue3
chr1	11095466	11126114	1_111.1076821	blue3
chr1	11142689	11183995	1_111.5269185	blue5
chr1	11121392	11162698	1_111.526962	blue8
chr1	11163245	11186778	1_111.7324806	blue5
chr1	11169982	11197087	1_111.8352714	blue1
chr1	11180162	11203724	1_111.9372282	blue7
chr1	11203818	11229237	1_112.1382057	blue3
chr1	11198407	11229193	1_112.1382492	blue6
chr1	11198460	11223831	1_112.1382927	blue3
chr1	11265583	11296162	1_112.7558613	blue4
chr1	11255013	11285592	1_112.7559048	blue4
chr1	11282689	11309841	1_112.9627665	blue1
chr1	11282716	11309825	1_112.96281	blue8
chr1	11303560	11327106	1_113.1710481	blue1
chr1	11343912	11374456	1_113.5913184	blue6
chr1	11391957	11422673	1_114.019594	blue6
chr1	11381249	11411965	1_114.0196375	blue7
chr1	11442500	11473264	1_114.5250314	blue1
chr1	11438953	11469716	1_114.5971428	blue4
chr1	11456877	11476882	1_114.6687988	blue5
chr1	11435537	11476890	1_114.6688857	blue3
chr1	11456890	11487360	1_114.6689292	blue7
chr1	11446430	11476899	1_114.6689727	blue6
chr1	11520374	11560892	1_115.3037641	blue3
chr1	11499864	11540382	1_115.3038076	blue1
chr1	11520387	11540391	1_115.3038945	blue7
chr1	11603174	11633161	1_116.1317705	blue2
chr1	11593201	11623188	1_116.1318678	blue6
chr1	11603188	11633098	1_116.1319113	blue4
chr1	11623131	11653001	1_116.3313384	blue1
chr1	11613270	11643140	1_116.3313819	blue1
chr1	11678174	11707904	1_116.930265	blue2
chr1	11678153	11703033	1_116.9303085	blue6
chr1	11703011	11727983	1_117.1301363	blue6
chr1	11731756	11761743	1_117.5174166	blue3
chr1	11736730	11761756	1_117.517547	blue9
chr1	11820898	11844190	1_118.3090112	blue8
chr1	11881375	11906285	1_118.9137767	blue8
chr1	11890623	11940675	1_119.3067355	blue5
chr1	11920210	11950256	1_119.4025473	blue8
chr1	11939809	11969918	1_119.498121	blue7
chr1	11973637	11998696	1_119.8869399	blue6
chr1	12017138	12057362	1_120.2714034	blue6
chr1	12026177	12056286	1_120.4628426	blue6
chr1	12036286	12056290	1_120.4628861	blue5
chr1	12039660	12090324	1_120.6506951	blue7
chr1	12077821	12113078	1_121.0307637	blue4
chr1	12112176	12137221	1_121.2217917	blue5
chr1	12107140	12137189	1_121.2218352	blue2
chr1	12116772	12141779	1_121.3177774	blue6
chr1	12128132	12154651	1_121.4139907	blue7
chr1	12137783	12164276	1_121.5103551	blue5
chr1	12147445	12170686	1_121.6068601	blue1
chr1	12160528	12180528	1_121.7052839	blue2
chr1	12170440	12190440	1_121.804401	blue1
chr1	12170444	12190446	1_121.8044445	blue3
chr1	12210405	12235515	1_122.2040781	blue4
chr1	12250245	12280436	1_122.6024731	blue2
chr1	12240062	12270253	1_122.6025165	blue8
chr1	12305725	12332592	1_123.1916613	blue7
chr1	12325042	12348458	1_123.3845646	blue7
chr1	12342368	12372620	1_123.5748891	blue6
chr1	12361385	12386519	1_123.7651701	blue8
chr1	12366519	12397126	1_123.7652135	blue8
chr1	12385292	12426517	1_124.0589708	blue1
chr1	12425623	12456005	1_124.3562611	blue1
chr1	12434720	12465101	1_124.5509962	blue2
chr1	12445101	12475657	1_124.5510397	blue1
chr1	12503325	12534063	1_125.1332783	blue2
chr1	12526206	12570372	1_125.5243084	blue4
chr1	12553799	12581681	1_125.7167895	blue2
chr1	12600505	12620509	1_126.1050734	blue5
chr1	12589984	12620518	1_126.1051603	blue5
chr1	12629387	12659879	1_126.498776	blue6
chr1	12668984	12699323	1_126.8932156	blue7
chr1	12669162	12699332	1_126.8933025	blue7
chr1	12698798	12723884	1_127.0880044	blue8
chr1	12752984	12777954	1_127.67952	blue2
chr1	12757954	12782980	1_127.6795635	blue1
chr1	12777702	12807533	1_127.8770506	blue8
chr1	12831984	12856811	1_128.4680935	blue9
chr1	12846725	12876442	1_128.6643994	blue9
chr1	12935611	12958879	1_129.4561347	blue9
chr1	12942054	12968637	1_129.5533663	blue8
chr1	12951681	12974983	1_129.6498176	blue9
chr1	12954983	12978234	1_129.6498611	blue8
chr1	12989874	13013115	1_130.0311369	blue7
chr1	12993115	13032667	1_130.0311804	blue8
chr1	13006045	13030953	1_130.1604577	blue8
chr1	13026661	13051529	1_130.415295	blue8
chr1	13031538	13051538	1_130.4153819	blue8
chr1	13088757	13111993	1_130.9875715	blue8
chr1	13085550	13111973	1_130.9877122	blue8
chr1	13101706	13131199	1_131.1170865	blue8
chr1	13168492	13197986	1_131.7849481	blue8
chr1	13183748	13208525	1_131.9852323	blue9
chr1	13209118	13248291	1_132.3828932	blue10
chr1	13228295	13248302	1_132.3829802	blue9
chr1	13321973	13348338	1_133.3515699	blue9
chr1	13390142	13419599	1_134.0959703	blue7
chr1	13408562	13437896	1_134.2789471	blue10
chr1	13436117	13465468	1_134.4611969	blue10
chr1	13444986	13474453	1_134.6445089	blue10
chr1	13547999	13577350	1_135.6734834	blue10
chr1	13613915	13643027	1_136.330251	blue8
chr1	13661311	13685979	1_136.7597752	blue7
chr1	13665979	13695295	1_136.7598187	blue8
chr1	13704376	13733903	1_137.1437833	blue8
chr1	13713868	13762354	1_137.3337386	blue8
chr1	13729701	13749793	1_137.3970391	blue7
chr1	13723020	13762448	1_137.5244639	blue7
chr1	13752056	13781924	1_137.6205903	blue9
chr1	13761737	13785093	1_137.7173997	blue6
chr1	13777615	13804270	1_137.9095118	blue7
chr1	13780957	13805924	1_137.9095987	blue1
chr1	13838909	13858913	1_138.489112	blue8
chr1	13867813	13897882	1_138.7781541	blue1
chr1	13886583	13916618	1_139.0661677	blue5
chr1	13896634	13926462	1_139.0663622	blue4
chr1	13925092	13954641	1_139.4463921	blue7
chr1	13925227	13954650	1_139.446479	blue7
chr1	13957765	13992203	1_139.8220103	blue7
chr1	14019675	14049370	1_140.3936873	blue4
chr1	14048114	14077607	1_140.5811618	blue7
chr1	14038629	14068122	1_140.5812053	blue1
chr1	14132476	14161933	1_141.5193111	blue7
chr1	14141933	14190982	1_141.5193545	blue7
chr1	14169166	14198956	1_141.8895449	blue7
chr1	14228977	14253859	1_142.4385696	blue6
chr1	14250329	14290269	1_142.8026734	blue8
chr1	14260150	14290278	1_142.8027604	blue9
chr1	14342861	14394222	1_143.5286408	blue7
chr1	14361030	14401884	1_143.7103276	blue9
chr1	14393474	14416974	1_144.0697243	blue8
chr1	14502854	14533461	1_145.1285678	blue8
chr1	14492256	14533376	1_145.1286113	blue8
chr1	14537578	14557582	1_145.4758041	blue9
chr1	14601533	14626677	1_146.1667569	blue8
chr1	14606677	14631869	1_146.1668004	blue7
chr1	14618540	14648880	1_146.3373027	blue5
chr1	14635519	14660672	1_146.5066999	blue9
chr1	14640678	14660678	1_146.5067869	blue4
chr1	14685903	14705905	1_146.9590368	blue5
chr1	14703230	14733404	1_147.1833798	blue4
chr1	14703275	14728344	1_147.1834233	blue4
chr1	14708344	14738290	1_147.1834668	blue4
chr1	14733442	14763348	1_147.4344477	blue1
chr1	14748427	14778333	1_147.6833153	blue1
chr1	14756786	14786692	1_147.7669033	blue5
chr1	14770060	14800189	1_147.8510542	blue6
chr1	14792098	14822204	1_148.0210035	blue5
chr1	14809005	14839111	1_148.1900757	blue7
chr1	14860960	14886112	1_148.7096251	blue1
chr1	14872940	14898133	1_148.8813094	blue3
chr1	14890177	14915300	1_149.0529829	blue4
chr1	14937905	14957912	1_149.4790761	blue3
chr1	14963754	15004567	1_149.7375669	blue6
chr1	14963763	14987235	1_149.7376538	blue7
chr1	14986943	15013903	1_150.0041436	blue7
chr1	15013854	15040853	1_150.27344	blue9
chr1	15013839	15037350	1_150.2734835	blue8
chr1	15053802	15084076	1_150.6380472	blue8
chr1	15089701	15130686	1_150.9970367	blue2
chr1	15068725	15109710	1_150.9970801	blue6
chr1	15095682	15132151	1_151.0568476	blue6
chr1	15091058	15127552	1_151.175505	blue8
chr1	15132007	15162630	1_151.5262793	blue6
chr1	15149687	15180221	1_151.70219	blue8
chr1	15192512	15216132	1_152.0613053	blue3
chr1	15285443	15316250	1_152.9544587	blue6
chr1	15285452	15316259	1_152.9545457	blue5
chr1	15292790	15334992	1_153.2499045	blue9
chr1	15335162	15369968	1_153.4889952	blue8
chr1	15345639	15376859	1_153.6685688	blue9
chr1	15410621	15442185	1_154.206232	blue9
chr1	15417091	15448497	1_154.3849492	blue9
chr1	15549041	15580414	1_155.6473331	blue9
chr1	15585938	15628801	1_156.1879909	blue7
chr1	15626792	15658037	1_156.3679438	blue9
chr1	15638953	15664696	1_156.5469418	blue8
chr1	15662660	15705625	1_156.7266229	blue8
chr1	15680380	15723035	1_156.9038225	blue8
chr1	15697755	15729418	1_157.0775765	blue7
chr1	15741101	15772552	1_157.5110338	blue4
chr1	15755908	15793150	1_157.7735786	blue6
chr1	15807556	15850792	1_158.1755835	blue2
chr1	15876590	15902340	1_158.923385	blue5
chr1	15897298	15928724	1_159.1872192	blue2
chr1	15926637	15980175	1_159.5353813	blue3
chr1	15993966	16030606	1_160.2060388	blue5
chr1	16010606	16041509	1_160.2060823	blue1
chr1	16011570	16053012	1_160.430099	blue3
chr1	16033012	16053016	1_160.4301425	blue5
chr1	16124345	16165552	1_161.3434744	blue5
chr1	16124353	16144358	1_161.3435613	blue1
chr1	16124358	16144362	1_161.3436048	blue4
chr1	16167422	16209197	1_161.8834334	blue7
chr1	16196340	16216345	1_162.0634298	blue7
chr1	16196345	16292806	1_162.0634732	blue1
chr1	16265446	16288919	1_162.7891739	blue5
chr1	16299346	16329555	1_163.1446588	blue2
chr1	16317259	16347342	1_163.3231581	blue6
chr1	16291810	16372193	1_163.4977558	blue4
chr1	16354565	16412218	1_164.0221664	blue4
chr1	16381278	16412227	1_164.0222534	blue6
chr1	16415920	16457591	1_164.368031	blue3
chr1	16433445	16474737	1_164.5409172	blue6
chr1	16462327	16503963	1_164.8308599	blue3
chr1	16518828	16549708	1_165.3970631	blue3
chr1	16529708	16571765	1_165.3971066	blue3
chr1	16546473	16577353	1_165.5647589	blue2
chr1	16535602	16566482	1_165.5648024	blue1
chr1	16554911	16578500	1_165.6491375	blue4
chr1	16559768	16586950	1_165.7335595	blue2
chr1	16576660	16600259	1_165.902578	blue2
chr1	16580259	16610997	1_165.9026215	blue1
chr1	16612449	16643071	1_166.3306976	blue2
chr1	16631651	16662392	1_166.4165395	blue6
chr1	16637929	16668669	1_166.5866735	blue4
chr1	16643266	16674097	1_166.5867604	blue4
chr1	16643259	16668682	1_166.5868039	blue6
chr1	16666080	16696935	1_166.7608291	blue7
chr1	16678235	16709021	1_166.9363382	blue8
chr1	16678250	16703640	1_166.9363817	blue6
chr1	16683640	16714519	1_166.9364252	blue6
chr1	16724799	16755608	1_167.3480184	blue1
chr1	16772097	16797711	1_167.8209936	blue5
chr1	16766491	16797766	1_167.8210371	blue6
chr1	16789442	16831897	1_167.9944427	blue6
chr1	16833524	16864822	1_168.4352675	blue7
chr1	16848283	16879581	1_168.6957962	blue2
chr1	16859581	16885226	1_168.6958397	blue1
chr1	16853945	16885216	1_168.6958832	blue3
chr1	16888712	16914342	1_169.0434057	blue5
chr1	16894342	16925640	1_169.0434492	blue1
chr1	16883053	16914351	1_169.0434927	blue4
chr1	16901524	16932901	1_169.1723913	blue5
chr1	16920146	16951170	1_169.3014843	blue2
chr1	16946172	16976919	1_169.5617419	blue4
chr1	16963368	17016400	1_169.7337077	blue5
chr1	17021322	17052225	1_170.4222324	blue5
