Chromosome	start	end	Name	colour
chr1	2437225	2469801	1_24.59799336	blue10
chr1	2501321	2572836	1_25.62834602	blue8
chr1	2552841	2577057	1_25.62843299	blue9
chr1	2573941	2610939	1_25.88169911	blue7
chr1	2726216	2769385	1_27.59383584	blue6
chr1	2749385	2769390	1_27.59387933	blue2
chr1	2799203	2829034	1_28.19031873	blue3
chr1	2850809	2876719	1_28.66717728	blue3
chr1	2885963	2917630	1_29.01789245	blue6
chr1	2913940	2954859	1_29.34409484	blue1
chr1	2955767	2986227	1_29.7622519	blue2
chr1	2966231	3001989	1_29.76233886	blue7
chr1	2997747	3029665	1_30.07749979	blue4
chr1	3009665	3041583	1_30.31581157	blue4
chr1	3021583	3066025	1_30.31585506	blue1
chr1	3046025	3090467	1_30.80465026	blue4
chr1	3070467	3115216	1_30.80469374	blue3
chr1	3095216	3152290	1_31.29964486	blue3
chr1	3163181	3220024	1_31.9173751	blue2
chr1	3200024	3238313	1_32.2831163	blue4
chr1	3236527	3262562	1_32.52559936	blue2
chr1	3242562	3274284	1_32.52564284	blue2
chr1	3254284	3297657	1_32.76004284	blue3
chr1	3358971	3378975	1_33.68973228	blue1
chr1	3393070	3447166	1_34.37164074	blue6
chr1	3427170	3447174	1_34.37172771	blue4
chr1	3427174	3447179	1_34.37177119	blue3
chr1	3460599	3514019	1_35.04017436	blue4
chr1	3541027	3568131	1_35.54576288	blue2
chr1	3548131	3575247	1_35.61687653	blue3
chr1	3569616	3605976	1_35.904259	blue5
chr1	3602725	3633922	1_36.12727827	blue1
chr1	3613922	3645119	1_36.35117618	blue5
chr1	3625119	3656443	1_36.35121966	blue1
chr1	3636443	3667766	1_36.57764269	blue2
chr1	3670591	3713411	1_37.03409778	blue2
chr1	3693411	3713414	1_37.03414126	blue1
chr1	3818123	3849122	1_38.39120789	blue4
chr1	3865846	3893134	1_38.8313193	blue8
chr1	3873138	3893142	1_38.83140627	blue7
chr1	3937568	3986782	1_39.6206646	blue10
chr1	3981500	4001502	1_39.91502818	blue6
chr1	4111550	4131554	1_41.21552774	blue8
chr1	4127385	4152634	1_41.42632326	blue9
chr1	4148201	4183573	1_41.63362922	blue9
chr1	4184120	4214458	1_42.04456668	blue8
chr1	4194458	4214463	1_42.04461016	blue8
chr1	4254019	4277540	1_42.67538164	blue8
chr1	4279032	4320524	1_43.10522819	blue7
chr1	4322005	4345637	1_43.32007713	blue5
chr1	4332918	4360242	1_43.46570702	blue2
chr1	4340242	4363917	1_43.53915127	blue7
chr1	4404841	4434130	1_44.20439673	blue9
chr1	4443672	4474721	1_44.64719721	blue4
chr1	4465697	4496673	1_44.8667177	blue1
chr1	4476673	4507601	1_44.86676118	blue5
chr1	4487601	4523958	1_45.08527368	blue5
chr1	4514857	4540327	1_45.30325306	blue8
chr1	4531425	4570258	1_45.5252117	blue1
chr1	4565711	4593428	1_45.83426786	blue6
chr1	4603157	4652885	1_46.42883638	blue4
chr1	4636486	4663661	1_46.50076353	blue4
chr1	4650825	4674406	1_46.64404228	blue5
chr1	4659772	4690490	1_46.75137416	blue1
chr1	4670490	4695845	1_46.85843487	blue4
chr1	4764218	4784223	1_47.7422112	blue4
chr1	4775556	4803124	1_47.89336955	blue2
chr1	4798289	4829665	1_48.19662916	blue5
chr1	4939298	4964944	1_49.54942393	blue5
chr1	4956141	4987338	1_49.77336532	blue4
chr1	4985738	5009413	1_49.99413048	blue3
chr1	5011818	5054221	1_50.44219641	blue1
chr1	5053014	5076794	1_50.66792483	blue1
chr1	5068092	5099390	1_50.89388221	blue1
chr1	5101653	5154881	1_51.33909772	blue3
chr1	5156928	5188001	1_51.77999101	blue1
chr1	5212812	5255320	1_52.2281437	blue2
chr1	5235320	5277829	1_52.67826902	blue3
chr1	5257829	5277833	1_52.6783125	blue2
chr1	5257833	5277837	1_52.67835599	blue6
chr1	5257842	5289154	1_52.67844295	blue6
chr1	5269154	5311857	1_52.90463829	blue3
chr1	5303257	5323262	1_53.13260138	blue3
chr1	5303262	5323266	1_53.13264487	blue2
chr1	5326399	5369532	1_53.5952993	blue1
chr1	5349532	5373379	1_53.59534278	blue4
chr1	5384145	5415652	1_54.05649963	blue4
chr1	5418995	5450717	1_54.28997733	blue7
chr1	5454436	5482379	1_54.68419322	blue2
chr1	5462379	5486341	1_54.76339119	blue8
chr1	5485605	5509452	1_54.99450483	blue4
chr1	5539116	5566707	1_55.52924733	blue6
chr1	5554251	5578015	1_55.6801345	blue3
chr1	5563545	5594637	1_55.79072825	blue5
chr1	5574637	5600203	1_55.90201533	blue4
chr1	5580203	5622414	1_55.90205882	blue4
chr1	5624628	5644633	1_56.34630976	blue3
chr1	5624633	5655632	1_56.34635325	blue1
chr1	5635632	5677749	1_56.56630616	blue6
chr1	5657749	5688869	1_56.78867669	blue9
chr1	5668869	5694495	1_56.78872017	blue6
chr1	5674495	5705695	1_56.90119943	blue4
chr1	5685695	5711273	1_57.01271419	blue8
chr1	5702249	5733225	1_57.23223468	blue7
chr1	5724130	5755035	1_57.45033529	blue9
chr1	5745869	5776703	1_57.66701601	blue8
chr1	5756708	5788136	1_57.66710298	blue9
chr1	5768136	5811126	1_57.89562896	blue7
chr1	5791126	5834390	1_58.12690774	blue8
chr1	5826092	5846097	1_58.36094959	blue9
chr1	5826101	5846105	1_58.36103656	blue8
chr1	5826105	5857508	1_58.36108004	blue10
chr1	5837508	5868911	1_58.58909689	blue10
chr1	5872492	5916073	1_59.06071392	blue8
chr1	5896077	5922173	1_59.06080089	blue10
chr1	5914416	5940567	1_59.30565804	blue8
chr1	5920572	5940576	1_59.30574501	blue10
chr1	5995621	6021835	1_60.05623678	blue9
chr1	6001835	6034198	1_60.18046389	blue9
chr1	6014198	6040352	1_60.30349882	blue10
chr1	6020352	6052444	1_60.3035423	blue8
chr1	6032444	6064536	1_60.54534371	blue9
chr1	6044536	6076777	1_60.5453872	blue9
chr1	6056777	6089019	1_60.79016911	blue10
chr1	6081559	6109855	1_60.95721466	blue8
chr1	6089855	6113992	1_61.03990219	blue10
chr1	6112169	6138240	1_61.28238525	blue4
chr1	6167365	6211878	1_62.01875875	blue5
chr1	6216331	6260784	1_62.50782514	blue4
chr1	6266312	6303560	1_62.84886314	blue2
chr1	6292236	6312241	1_63.02238947	blue1
chr1	6292241	6312245	1_63.02243296	blue5
chr1	6292245	6318714	1_63.02247644	blue1
chr1	6311586	6337994	1_63.27992576	blue4
chr1	6317994	6350671	1_63.27996924	blue4
chr1	6369466	6415583	1_64.05581594	blue1
chr1	6395583	6450073	1_64.05585942	blue5
chr1	6430073	6484566	1_64.74561572	blue6
chr1	6473520	6511459	1_64.92470136	blue4
chr1	6491459	6524642	1_65.10448034	blue3
chr1	6525654	6545658	1_65.35656455	blue3
chr1	6551571	6597485	1_65.87482943	blue1
chr1	6577485	6597489	1_65.87487291	blue1
chr1	6577489	6610529	1_65.8749164	blue4
chr1	6590529	6636710	1_66.13567286	blue3
chr1	6629859	6649866	1_66.39861925	blue7
chr1	6629866	6717762	1_66.39871649	blue3
chr1	6765655	6785659	1_67.75657347	blue3
chr1	6765659	6785663	1_67.75661695	blue3
chr1	6765663	6798949	1_67.75666044	blue4
chr1	6778949	6812234	1_68.02232644	blue4
chr1	6792234	6812239	1_68.02236992	blue8
chr1	6792239	6812243	1_68.02241341	blue2
chr1	6845456	6865460	1_68.55458426	blue6
chr1	6849789	6878465	1_68.6411527	blue3
chr1	6858465	6887188	1_68.72815356	blue1
chr1	6867188	6891563	1_68.81560979	blue5
chr1	6951984	6971986	1_69.61986367	blue6
chr1	7026227	7053038	1_70.43035881	blue4
chr1	7074105	7135167	1_71.25165553	blue3
chr1	7115167	7135172	1_71.25169901	blue4
chr1	7217291	7248502	1_72.31784003	blue2
chr1	7290042	7323862	1_73.13860359	blue2
chr1	7324342	7351123	1_73.41121365	blue3
chr1	7364922	7398492	1_73.81716807	blue1
chr1	7378492	7405270	1_73.95268767	blue3
chr1	7405777	7432566	1_74.2256456	blue5
chr1	7412566	7436982	1_74.22568908	blue5
chr1	7439103	7459106	1_74.49106116	blue2
chr1	7459287	7485969	1_74.75967322	blue5
chr1	7465971	7485973	1_74.75971731	blue9
chr1	7492835	7512837	1_75.02837215	blue6
chr1	7492837	7512837	1_75.02837305	blue6
chr1	7555776	7596772	1_75.86770335	blue9
chr1	7590310	7623848	1_76.1384631	blue9
chr1	7631915	7665751	1_76.41918047	blue10
chr1	7659587	7707233	1_76.69590126	blue6
chr1	7687233	7748486	1_77.24877391	blue8
chr1	7728486	7762098	1_77.52096383	blue9
chr1	7742098	7762100	1_77.52100732	blue9
chr1	7804425	7845352	1_78.35349845	blue6
chr1	7866740	7900620	1_78.90618026	blue8
chr1	7894121	7927622	1_79.17620319	blue9
chr1	7920940	7954258	1_79.44256253	blue7
chr1	7974767	8035263	1_80.25261756	blue8
chr1	8041673	8061673	1_80.51673167	blue8
chr1	8102482	8142839	1_81.32837502	blue4
chr1	8122839	8142844	1_81.3284185	blue7
chr1	8191634	8225197	1_82.1519573	blue8
chr1	8218306	8251414	1_82.41412339	blue8
chr1	8244353	8277292	1_82.67290733	blue9
chr1	8322630	8355739	1_83.45737062	blue7
chr1	8357295	8381580	1_83.71578411	blue4
chr1	8370398	8408116	1_83.8921502	blue3
chr1	8406003	8434992	1_84.24989933	blue5
chr1	8415005	8461609	1_84.25007327	blue7
chr1	8468213	8488217	1_84.78215716	blue6
chr1	8546058	8591834	1_85.56061023	blue5
chr1	8571834	8617610	1_86.07607859	blue8
chr1	8597610	8630286	1_86.07612207	blue5
chr1	8610286	8642963	1_86.32961781	blue8
chr1	8622963	8655418	1_86.32966129	blue9
chr1	8635418	8667872	1_86.57870288	blue2
chr1	8647872	8667874	1_86.57874636	blue8
chr1	8647874	8667874	1_86.57874646	blue7
chr1	8647874	8667874	1_86.57874656	blue8
chr1	8647874	8667874	1_86.57874666	blue7
chr1	8647874	8667874	1_86.57874676	blue8
chr1	8647874	8667874	1_86.57874686	blue7
chr1	8660269	8698864	1_86.82660661	blue7
chr1	8678864	8711287	1_86.95069301	blue4
chr1	8691287	8717508	1_87.07506083	blue1
chr1	8710024	8742541	1_87.32539186	blue7
chr1	8722541	8755186	1_87.32543534	blue1
chr1	8735186	8767832	1_87.57830176	blue8
chr1	8747836	8767841	1_87.57838872	blue7
chr1	8747845	8787462	1_87.57847569	blue8
chr1	8806989	8846904	1_88.36902295	blue8
chr1	8839877	8872851	1_88.62848997	blue8
chr1	8857271	8886140	1_88.71690043	blue8
chr1	8875075	8899560	1_88.89558388	blue8
chr1	8947137	8980641	1_89.70638949	blue5
chr1	8960641	8980645	1_89.70643297	blue6
chr1	9000282	9059918	1_90.4991663	blue8
chr1	9098799	9131981	1_91.15361645	blue7
chr1	9145165	9165170	1_91.551679	blue7
chr1	9164612	9191050	1_91.81048417	blue2
chr1	9189884	9216152	1_92.06150695	blue5
chr1	9258538	9291117	1_92.81115531	blue8
chr1	9283542	9315966	1_93.05964428	blue1
chr1	9326950	9372140	1_93.4320339	blue2
chr1	9352140	9391079	1_93.81076954	blue4
chr1	9371083	9391087	1_93.8108565	blue4
chr1	9434081	9491906	1_94.8190475	blue5
chr1	9471906	9491911	1_94.81909098	blue8
chr1	9497227	9542543	1_95.32541236	blue9
chr1	9546743	9574761	1_95.64759281	blue7
chr1	9580580	9605724	1_95.95722398	blue4
chr1	9641674	9666688	1_96.56683217	blue5
chr1	9646688	9666695	1_96.5669294	blue5
chr1	9838473	9879494	1_98.69492465	blue9
chr1	9859494	9879498	1_98.69496814	blue7
chr1	9859498	9879503	1_98.69501162	blue10
chr1	9859503	9883730	1_98.6950551	blue8
chr1	9872174	9900600	1_98.8639324	blue1
chr1	9880600	9904809	1_98.94807301	blue9
chr1	9898124	9944723	1_99.2143786	blue8
chr1	9924723	9971267	1_99.48009835	blue8
chr1	9951267	9984527	1_99.74525522	blue9
chr1	9964527	9990821	1_99.7452987	blue9
chr1	9970821	10003359	1_99.87114014	blue8
chr1	9983359	10009607	1_99.99605031	blue10
chr1	9989607	10013759	1_99.9960938	blue9
chr1	9993759	10022066	1_100.079096	blue9
chr1	10027432	10056086	1_100.417434	blue1
chr1	10036086	10060431	1_100.5042941	blue3
chr1	10040431	10066808	1_100.5043376	blue4
chr1	10046808	10079545	1_100.6318266	blue10
chr1	10059545	10125440	1_100.7590879	blue8
chr1	10144979	10164983	1_101.549815	blue6
chr1	10158230	10191477	1_101.8147545	blue10
chr1	10175871	10204662	1_101.9026226	blue3
chr1	10184662	10213469	1_101.9906212	blue3
chr1	10193469	10217878	1_102.0787604	blue10
chr1	10229082	10258244	1_102.4364775	blue9
chr1	10265608	10299107	1_102.8910577	blue10
chr1	10396418	10429187	1_104.1918541	blue7
chr1	10421864	10454541	1_104.4453934	blue6
chr1	10499846	10533060	1_105.2305874	blue5
chr1	10538969	10584878	1_105.7487654	blue4
chr1	10603787	10662694	1_106.5268974	blue3
chr1	10642694	10662701	1_106.5269946	blue6
chr1	10642701	10688949	1_106.5270381	blue5
chr1	10695197	10715202	1_107.0520014	blue1
chr1	10695202	10725019	1_107.0520449	blue8
chr1	10754329	10787637	1_107.7096071	blue9
chr1	10767637	10794316	1_107.8431439	blue9
chr1	10801576	10848832	1_108.3882997	blue1
chr1	10884039	10904044	1_108.9404186	blue8
chr1	10925489	10959298	1_109.4929597	blue4
chr1	10939302	10963888	1_109.4930467	blue7
chr1	10953068	10982266	1_109.6766396	blue5
chr1	10966871	11015132	1_109.768734	blue1
chr1	10995132	11043394	1_110.3339189	blue7
chr1	11079447	11099451	1_110.8944981	blue5
chr1	11086248	11119818	1_111.0304296	blue1
chr1	11099818	11126597	1_111.1659492	blue7
chr1	11106597	11168580	1_111.1659927	blue7
chr1	11148580	11210564	1_112.0056197	blue1
chr1	11190564	11224634	1_112.0056632	blue8
chr1	11218704	11243496	1_112.2870659	blue5
chr1	11233042	11262520	1_112.4779858	blue5
chr1	11242520	11267244	1_112.5724211	blue4
chr1	11295780	11322718	1_113.127168	blue6
chr1	11302718	11336254	1_113.1272115	blue8
chr1	11316254	11349789	1_113.397874	blue9
chr1	11329793	11363719	1_113.397961	blue9
chr1	11371798	11405956	1_113.9595409	blue9
chr1	11436875	11461486	1_114.5148633	blue9
chr1	11441486	11461486	1_114.5148634	blue9
chr1	11441486	11461486	1_114.5148635	blue8
chr1	11441556	11461581	1_114.5157951	blue8
chr1	11441581	11461586	1_114.5158386	blue4
chr1	11441586	11461590	1_114.5158821	blue10
chr1	11441590	11489149	1_114.5159256	blue9
chr1	11469149	11516708	1_115.0670635	blue8
chr1	11538365	11572201	1_115.621989	blue1
chr1	11552201	11585886	1_115.6220325	blue6
chr1	11565886	11599571	1_115.895696	blue2
chr1	11579571	11606551	1_115.8957395	blue1
chr1	11586551	11620583	1_116.035291	blue3
chr1	11600583	11627639	1_116.1763699	blue2
chr1	11607639	11641751	1_116.1764134	blue2
chr1	11650260	11684656	1_116.7465435	blue6
chr1	11664656	11689591	1_116.746587	blue1
chr1	11669591	11699421	1_116.8452487	blue4
chr1	11679421	11709174	1_116.9431736	blue6
chr1	11689174	11714032	1_117.040308	blue4
chr1	11694032	11728103	1_117.0403515	blue4
chr1	11708103	11742173	1_117.3217106	blue6
chr1	11736165	11770157	1_117.6015527	blue7
chr1	11764071	11797985	1_117.8798341	blue2
chr1	11782553	11811659	1_117.9711918	blue4
chr1	11800714	11825231	1_118.1522928	blue6
chr1	11923260	11959435	1_119.4943352	blue5
chr1	11939435	11959440	1_119.4943787	blue4
chr1	11961262	11985593	1_119.7559133	blue5
chr1	11965600	12002389	1_119.756054	blue7
chr1	11982389	12019176	1_120.0917412	blue2
chr1	11999176	12053618	1_120.0917847	blue3
chr1	12033618	12088059	1_120.7805763	blue6
chr1	12068064	12088068	1_120.7806633	blue7
chr1	12068068	12088075	1_120.7807068	blue6
chr1	12068075	12154547	1_120.780804	blue7
chr1	12134547	12221015	1_122.1101382	blue5
chr1	12201015	12221020	1_122.1101817	blue2
chr1	12201020	12225294	1_122.1102252	blue3
chr1	12205294	12233831	1_122.1956655	blue8
chr1	12213831	12242354	1_122.2809651	blue2
chr1	12222354	12246614	1_122.3661239	blue6
chr1	12226614	12252974	1_122.3661674	blue5
chr1	12245641	12271953	1_122.6195105	blue3
chr1	12251955	12271957	1_122.6195541	blue4
chr1	12277411	12322865	1_123.1286285	blue6
chr1	12309183	12341793	1_123.2549585	blue4
chr1	12321793	12348094	1_123.3809202	blue8
chr1	12328094	12360836	1_123.3809636	blue6
chr1	12366320	12399061	1_123.890598	blue7
chr1	12404550	12450736	1_124.1455239	blue5
chr1	12430736	12476921	1_124.6691976	blue6
chr1	12456921	12503528	1_124.6692411	blue1
chr1	12483528	12530135	1_125.2013353	blue5
chr1	12510135	12536769	1_125.2013788	blue4
chr1	12516769	12550050	1_125.3340049	blue7
chr1	12556881	12583563	1_125.7356108	blue2
chr1	12585406	12609804	1_125.9980229	blue1
chr1	12603197	12636591	1_126.2658891	blue7
chr1	12636759	12686742	1_126.6690634	blue3
chr1	12686370	12716164	1_127.0616215	blue4
chr1	12696164	12716166	1_127.061665	blue5
chr1	12723029	12770292	1_127.3303199	blue7
chr1	12860877	12908672	1_128.9867077	blue4
chr1	12912092	12936735	1_129.2673377	blue8
chr1	12983978	13017369	1_130.0736686	blue4
chr1	13019731	13044195	1_130.3419341	blue6
chr1	13092138	13125640	1_131.1563783	blue6
chr1	13145702	13178987	1_131.6898568	blue6
chr1	13199671	13233209	1_132.2320775	blue5
chr1	13236015	13260608	1_132.5060636	blue7
chr1	13291156	13315724	1_133.0572258	blue5
chr1	13322569	13347926	1_133.3792444	blue4
chr1	13386784	13465613	1_134.5561116	blue3
chr1	13445617	13465622	1_134.5561986	blue3
chr1	13476293	13526961	1_135.169594	blue1
chr1	13506965	13542034	1_135.1696809	blue2
chr1	13522034	13557103	1_135.4710136	blue2
chr1	13610251	13638849	1_136.2884712	blue5
chr1	13618853	13638857	1_136.2885582	blue7
chr1	13640192	13664452	1_136.5445003	blue1
chr1	13663795	13690201	1_136.8019931	blue6
chr1	13688937	13727532	1_137.0517162	blue4
chr1	13707532	13739895	1_137.2989363	blue5
chr1	13804197	13858241	1_138.4823969	blue6
chr1	13838246	13867118	1_138.4824838	blue6
chr1	13864762	13893539	1_138.8353773	blue8
chr1	13967091	13993297	1_139.8329556	blue6
chr1	14030158	14069338	1_140.593364	blue5
chr1	14049338	14069342	1_140.5934075	blue3
chr1	14049342	14069347	1_140.5934509	blue7
chr1	14074466	14119584	1_141.095827	blue7
chr1	14099584	14132039	1_141.0958705	blue1
chr1	14112039	14144493	1_141.3449121	blue3
chr1	14155622	14188045	1_141.7184085	blue6
chr1	14168045	14194251	1_141.8424948	blue6
chr1	14194848	14218961	1_142.0895954	blue2
chr1	14223528	14268091	1_142.5808953	blue5
chr1	14293183	14317299	1_143.0729722	blue4
chr1	14315316	14341314	1_143.3131246	blue4
chr1	14376346	14414876	1_144.0487466	blue1
chr1	14406969	14439061	1_144.2905915	blue8
chr1	14439591	14467637	1_144.5366611	blue9
chr1	14594522	14625669	1_146.156669	blue5
chr1	14707335	14784252	1_147.7424801	blue7
chr1	14764252	14784259	1_147.7425773	blue8
chr1	14844188	14898748	1_148.8874326	blue7
chr1	14878748	14898755	1_148.8875299	blue7
chr1	14983670	15038632	1_150.2863051	blue2
chr1	15018632	15038637	1_150.2863486	blue1
chr1	15030062	15061488	1_150.5148643	blue2
chr1	15094587	15132275	1_151.2227092	blue2
chr1	15112285	15132292	1_151.2229036	blue2
chr1	15129424	15155102	1_151.4510063	blue2
chr1	15153594	15177287	1_151.6728561	blue2
chr1	15231407	15268687	1_152.5868254	blue5
chr1	15248687	15268694	1_152.5869227	blue4
chr1	15282000	15313120	1_153.0311865	blue6
chr1	15394425	15459202	1_154.1895583	blue7
chr1	15509491	15554134	1_155.2749358	blue8
chr1	15534134	15570778	1_155.6077626	blue8
chr1	15550778	15570782	1_155.6078061	blue9
chr1	15574278	15606025	1_155.8428022	blue1
chr1	15586025	15617773	1_156.0777113	blue6
chr1	15609448	15637213	1_156.2333442	blue1
chr1	15617213	15641094	1_156.3109279	blue7
chr1	15689709	15715403	1_156.9971119	blue1
chr1	15695403	15726802	1_157.1109573	blue1
chr1	15712510	15732514	1_157.2251276	blue1
chr1	15759096	15779101	1_157.6909904	blue3
chr1	15759101	15784924	1_157.6910339	blue2
chr1	15799647	15825436	1_158.1543463	blue4
chr1	15828716	15854544	1_158.3871857	blue5
chr1	15834544	15866209	1_158.5036969	blue1
chr1	15921827	15953102	1_159.3183213	blue9
chr1	15933102	15964374	1_159.5437261	blue9
chr1	15955722	15987070	1_159.7706812	blue9
chr1	15967070	15990974	1_159.7707247	blue7
chr1	15990633	16010638	1_160.0063588	blue8
chr1	15990638	16010642	1_160.0064023	blue10
chr1	16019379	16068115	1_160.581136	blue10
chr1	16113796	16155662	1_161.4565997	blue10
chr1	16171844	16203846	1_161.9384474	blue9
chr1	16195761	16227677	1_162.176749	blue9
chr1	16207681	16227685	1_162.1768359	blue6
chr1	16231534	16275383	1_162.6538182	blue9
chr1	16255388	16275392	1_162.6539052	blue4
chr1	16316226	16348490	1_163.3848815	blue9
chr1	16365147	16397271	1_163.8726902	blue4
chr1	16454594	16492395	1_164.8239306	blue5
chr1	16472395	16504087	1_164.8239741	blue4
chr1	16587089	16614565	1_165.9709467	blue4
chr1	16609471	16636907	1_166.2690582	blue5
chr1	16795959	16837947	1_168.2794536	blue5
chr1	16817947	16837951	1_168.2794971	blue3
chr1	16927498	16969700	1_169.5969835	blue9
chr1	16960674	16991649	1_169.8164708	blue6
chr1	16993754	17035859	1_170.2585751	blue4
chr1	17032624	17058207	1_170.4820498	blue4
chr1	17071977	17125748	1_171.1574665	blue3
chr1	17105748	17125753	1_171.15751	blue1
chr1	17109519	17137025	1_171.2328398	blue1
chr1	17117025	17144485	1_171.3076706	blue2
chr1	17124485	17148206	1_171.3820462	blue2
chr1	17157882	17212750	1_171.9755631	blue4
chr1	17203127	17233482	1_172.183107	blue1
chr1	17213482	17238655	1_172.2865374	blue2
chr1	17222300	17249592	1_172.3593856	blue3
chr1	17229592	17256916	1_172.4324614	blue3
chr1	17236916	17260587	1_172.5058725	blue2
chr1	17263296	17283296	1_172.7329674	blue1
chr1	17263296	17283296	1_172.7329675	blue2
chr1	17263296	17283296	1_172.7329677	blue2
chr1	17263296	17283296	1_172.7329678	blue5
chr2	53055	88459	2_0.784575557	blue2
chr2	117980	156350	2_1.279828068	blue7
chr2	218628	243125	2_2.33123519	blue6
chr2	243711	291024	2_2.537132421	blue5
chr2	285503	333077	2_2.955060677	blue3
chr2	348253	368257	2_3.582557113	blue3
chr2	369227	389227	2_3.792278049	blue3
chr2	411749	456042	2_4.217519242	blue5
chr2	429434	473727	2_4.637254551	blue5
chr2	517538	537542	2_5.27540557	blue6
chr2	517542	543916	2_5.275449054	blue7
chr2	560223	589489	2_5.702252447	blue6
chr2	581745	629779	2_5.917502024	blue4
chr2	624715	644722	2_6.347207848	blue3
chr2	624722	644727	2_6.347251332	blue3
chr2	636782	670587	2_6.5598019	blue2
chr2	641377	670558	2_6.559845384	blue4
chr2	662104	686617	2_6.766153629	blue2
chr2	688211	735431	2_6.98214102	blue3
chr2	731889	760825	2_7.418915376	blue3
chr2	722967	751903	2_7.419012609	blue1
chr2	887918	912413	2_8.979210666	blue1
chr2	883433	912384	2_8.97925415	blue1
chr2	883470	907931	2_8.979297634	blue1
chr2	887931	943728	2_8.979341118	blue3
chr2	894632	950428	2_9.404267642	blue4
chr2	930428	953444	2_9.404311126	blue2
chr2	948383	974422	2_9.61396914	blue5
chr2	948376	974442	2_9.614012624	blue5
chr2	948364	975909	2_9.614056108	blue8
chr2	1011235	1040249	2_10.25738856	blue5
chr2	1059156	1082169	2_10.69158197	blue5
chr2	1056151	1082185	2_10.69162546	blue1
chr2	1099188	1125246	2_11.12211163	blue3
chr2	1122220	1142224	2_11.32222184	blue4
chr2	1182319	1216206	2_11.92321778	blue5
